序號,機構名稱,郵遞區號,地址,電話
38,慶生診所,104,臺北市中山區林森北路561號2樓之7及之8,2596-3456
39,長安診所,104,臺北市中山區八德路2段259號（1樓、2樓）,02-2711-1000
40,榮星診所,104,臺北市中山區龍江路274號1樓及280號1樓、2樓,2516-8112
41,好日子診所,104,臺北市中山區中山北路二段183巷3之3號,(02) 2585-5201
42,玉山診所,104,臺北市中山區錦州街251號(實際營業:二層),2518-2105
43,洛桑醫學診所,104,臺北市中山區敬業一路128巷28號4樓,8501-2812
44,龍江固?診所,104,臺北市中山區龍江路360號1樓,(02)2517-0093
45,德式診所,104,臺北市中山區德惠街9號4樓之9、4樓之10,2593-3555
46,禾康診所,104,臺北市中山區林森北路486號1樓,02-25319998
47,彥靚診所,104,臺北市中山區松江路75之1號3樓,02-25158208
48,生生優活南京健康管理診所,104,臺北市中山區南京東路3段96號1樓、98號1樓,02-66040977
49,麗星診所,104,臺北市中山區建國北路2段135號7樓,02-25031696
50,森心林診所,104,臺北市中山區龍江路128號4樓、130號3、4樓,
51,美麗境界南京復興診所,104,臺北市中山區南京東路3段201號4樓之1,02-25475057
52,三軍總醫院松山分院附設民眾診療服務處,105,臺北市松山區健康路１３１號,(02) 2746-2151
53,長庚醫療財團法人台北長庚紀念醫院,105,臺北市松山區敦化北路199號(暫未開放)、197號(暫未開放)、臺北市松山區敦化北路199巷6號、 臺北市松山區民生東路三段130巷9號2、3、B1、B2樓、臺北市松山區南京東路3段337號5、6、9、10樓。,(02) 2713-5211
54,基督復臨安息日會醫療財團法人臺安醫院,105,"臺北市松山區八德路二段424,426號",(02) 2771-8151
55,博仁綜合醫院,105,臺北市松山區光復北路66號、68號地下一層、68號、68號2至7樓、68號2樓之1至7樓之1、68號2樓之2至7樓之2,(02) 2578-6677
56,臺北市立聯合醫院附設松山門診部,105,臺北市松山區八德路4段694號(1樓),(02) 2767-1757
57,江建中診所,105,臺北市松山區八德路4段285號1樓,022764-7883
58,大家好診所,105,臺北市松山區民生東路四段８０巷１１弄２號１樓,2713-8819
59,蘋果樹醫美診所,105,臺北市松山區南京東路三段309號3樓,2716-3535
60,鈞賀診所,105,臺北市松山區富錦街462號,2760-1155
61,朱家庭醫學科診所,105,臺北市松山區八德路3段12巷57弄39之1號1樓,
62,宥全診所,105,臺北市松山區民生東路5段216號1樓,02-27678225
63,宸曜診所,105,臺北市松山區敦化北路155巷8號1、2樓,2546-7926
64,畇力診所,105,臺北市松山區富錦街512號1樓,
65,書妍診所,105,臺北市松山區南京東路5段221號(2樓)、223號2樓,2742-2899
66,民安診所,105,臺北市松山區民生東路5段76號1樓,2766-0656
67,國立臺灣大學醫學院附設醫院癌醫中心分院,106,臺北市大安區基隆路 3段155巷57號,02-23220322
68,中山醫療社團法人中山醫院,106,臺北市大安區仁愛路四段112巷11號、12號、13弄6、8號1樓,02-27081166
69,國泰醫療財團法人國泰綜合醫院,106,臺北市大安區仁愛路四段266巷6號，280號,(02) 2708-2121
70,中心診所醫療財團法人中心綜合醫院,106,臺北市大安區忠孝東路四段７７號,(02) 2751-0221
71,宏恩醫療財團法人宏恩綜合醫院,106,臺北市大安區仁愛路四段71巷1號、仁 愛路四段61號、仁愛路四段91巷16號,(02) 2771-3161
72,秀傳醫院,106,臺北市大安區光復南路116巷1、3、5號1至4樓及地下1樓,2771-7172
73,黃禎祥診所,106,臺北市大安區師大路７１號,(02) 2362-6607
74,林青穀家庭醫學科診所,106,臺北市大安區大安路1段2之1號,(02) 2731-7557
75,林繼國診所,106,臺北市大安區忠孝東路三段２１７巷１弄１２號１樓,(02) 2731-5568
76,張渝醫師診所,106,臺北市大安區基隆路二段２７０號１Ｆ,(02) 2732-1318
77,誼安診所,106,臺北市大安區仁愛路四段二五號三A,8773-0081
78,陳惠章婦產科家庭醫學科診所,106,臺北市大安區羅斯福路三段二六一號二樓,8369-5026
79,窈窕診所,106,臺北市大安區復興南路2段6號4樓,2709-6458
80,尖端診所,106,臺北市大安區敦化南路二段一六八號十一樓,2378-9734
81,春天診所,106,臺北市大安區信義路四段184號3樓,2700-7798
82,博安家庭醫學科診所,106,臺北市大安區麗水街3號1樓,2356-7066
83,田嘉程診所,106,臺北市大安區延吉街239之1號,2701-8262
84,小林醫師診所,106,臺北市大安區敦化南路1段225號地下二層之19,2721-8883
85,健華診所,106,臺北市大安區和平東路2段299號(實際營業地址:1樓),2707-2990
86,松德診所,106,臺北市大安區四維路170巷16號1樓,2707-3326
87,瑞御診所,106,臺北市大安區敦化南路一段259號12樓,2708-2968
88,夏娃診所,106,臺北市大安區師大路68巷2號2樓,2366-1664
89,安民家庭醫學科診所,106,臺北市大安區大安路1段65號2樓之1,2721-8556
90,行一診所,106,臺北市大安區新生南路3段19巷8號3樓之1,2784-0735
91,樂活診所,106,臺北市大安區師大路12號(實際營業地址：1樓、3樓),02-23683883
92,仁愛好日子診所,106,臺北市大安區仁愛路3段5巷3之2號,2752-0069
93,大中診所,106,臺北市大安區信義路4段265巷2號5樓,2703-6161
94,生生優動忠孝新生診所,106,臺北市大安區濟南路3段9號1樓,8773-6572
95,淨妍醫美診所,106,臺北市大安區忠孝東路4段212號4樓之1,02-77308286
96,安澐診所,106,臺北市大安區復興南路2段150號(1樓),(02)27007800
97,逸林診所,106,臺北市大安區信義路4段109之2號1樓,(02)2700-6869
98,華林診所,106,臺北市大安區敦化南路2段39號11樓,02-2700-6128
99,基督復臨安息日會醫療財團法人臺安診所,106,臺北市大安區敦化南路二段76號11樓、11樓之1、11樓之2、11樓之3,2700-2899
100,尹書田醫療財團法人書田泌尿科眼科診所,106,臺北市大安區建國南路2段276號1樓、2樓、4樓、4樓之1、B1、B1之1、278號1樓,2369-0211
101,國立臺灣大學醫學院附設醫院北護分院,108,臺北市萬華區康定路３７號、臺北市萬華區內江街87號、臺北市萬華區內江街87號、臺北市萬華區內江街89號 (文教大樓1樓及供應樓1至2樓),(02) 2371-7101
102,西園醫療社團法人西園醫院,108,臺北市萬華區西園路二段266、268、270、272、276號、185、187、189號,02-23329888
103,財團法人台灣省私立台北仁濟院附設仁濟醫院,108,臺北市萬華區廣州街２００，２４３號,(02) 2302-1131
104,臺北市立聯合醫院附設萬華門診部,108,臺北市萬華區東園街152號(1樓),2339-5383
105,益生婦產科診所,108,臺北市萬華區萬大路４０６－１號,(02) 2303-1112
106,童錫鈺診所,108,臺北市萬華區萬大路４８６巷５９弄１７號,(02) 2307-9851
107,瑞生診所,108,臺北市萬華區西園路二段250號、250號2樓、250號3樓、252號、252號2樓、252號3樓,02-23012788
108,聖約翰婦產科診所,108,臺北市萬華區東園街175號,(02) 2309-8502
109,裕仁診所,108,臺北市萬華區萬大路117號2樓、西藏路292號2樓,(02) 2336-3229
110,天行健診所,108,臺北市萬華區寶興街121、125、127號,(02) 2332-0688
111,永康診所,108,臺北市萬華區桂林路47號1樓2樓及地下1樓,2312-3455
112,幸福診所,108,臺北市萬華區康定路199號,2338-0456
113,健安診所,108,臺北市萬華區萬大路432號,2301-2255
114,漢宗小兒科診所,108,臺北市萬華區中華路2段434號,2303-9022
115,101時尚診所,110,臺北市信義區忠孝東路5段35號4樓,8787-1011
116,博馨診所,110,臺北市信義區永吉路236號,02-87874911
117,姚醫師診所,110,臺北市信義區忠孝東路五段396號二樓,02-87898822
118,臺北醫學大學附設醫院,110,臺北市信義區吳興街２５2號、250號,(02) 2737-2181
119,張育驍診所,110,臺北市信義區吳興街467巷2弄4號1樓、6號1樓、6號2樓、10號1樓、12號1樓、14號1樓、16號1樓,2729-6611
120,源康診所,110,臺北市信義區永吉路386號（1樓含夾層）,2765-7363
121,桂其安家醫科診所,110,臺北市信義區莊敬路462號,02-27229173
122,慶峰診所,110,臺北市信義區松山路２７５－２號１樓,(02) 2760-5339
123,承功診所,110,臺北市信義區忠孝東路5段372巷27弄64號1樓,(09) 3775-3948
124,吉兆診所,110,臺北市信義區松仁路176號1樓,(02)2758-5878
125,鴻馨診所,110,臺北市信義區信義路4段391號4樓之1,(02)2701-8692
126,?麗恆全人診所,110,臺北市信義區忠孝東路5段431號2樓,2765-7065
127,悠亞診所,110,臺北市信義區忠孝東路5段727號,8785-1233
128,永捷診所,111,臺北市士林區社子街67號1樓,02-28111472
129,政吉診所,111,臺北市士林區士東路67號1樓,
130,橙光耳鼻喉科診所,111,臺北市士林區大南路284號1樓、286號1樓,02-28883222
131,耀明診所,111,臺北市士林區中正路322號,02-28320657
132,天母康健身心診所,111,臺北市士林區福華路157巷3號1樓,02-28378787
133,天母許內科家醫科診所,111,臺北市士林區天母北路49號,(02) 2872-9367
134,愛林診所,111,臺北市士林區承德路四段222號、222之1號、222之2號,2883-6881
135,芝山診所,111,臺北市士林區忠義街82號1樓,02-28362780
136,家庭醫師張正弘診所,111,臺北市士林區天玉街３８巷９號,(02) 2874-7399
137,德福診所,111,臺北市士林區大東路七十七號,(02) 2881-1982
138,高醫師家庭醫學科診所,111,臺北市士林區中山北路7段17號2樓,02-28744545
139,士林好日子診所,111,臺北市士林區磺溪街21巷8號（1及2樓）,02-28362088
140,鄭醫師診所,111,臺北市士林區延平北路五段120號1、2 樓,(02) 2812-7412
141,存德小兒科診所,111,臺北市士林區文林路460號(實際使用：1樓),(02) 2834-2567
142,新光醫療財團法人新光吳火獅紀念醫院,111,臺北市士林區文昌路95號及士商路51號、51號2樓、51號3樓、51號4樓、51號5樓、51號6樓、51號7樓、53號、55號、57號、臺北市士林區基河路252號1樓,(02) 2833-2211
143,德泰耳鼻喉科診所,111,臺北市士林區通河街42之1號,2885-1570
144,光明診所,112,臺北市北投區石牌路2段99巷55號1、2樓,02-28210197
145,常哲診所,112,臺北市北投區明德路157之4號(實際使用:1樓),2828-5515
146,三軍總醫院北投分院附設民眾診療服務處,112,臺北市北投區新民路60號、中和街250號1至4樓、永興路二段2號1至2樓,(02) 2895-9808
147,臺北榮民總醫院,112,臺北市北投區石牌路二段201號、322號,(02) 2871-2121
148,臺北市立關渡醫院─委託臺北榮民總醫院經營,112,臺北市北投區知行路二二五巷十二號,2858-7000
149,振興醫療財團法人振興醫院,112,臺北市北投區振興街４５號,(02) 2826-4400
150,臺北市北投健康管理醫院,112,臺北市北投區中和街2號,02-28988686
151,臺北市立聯合醫院附設北投門診部,112,臺北市北投區新市街30號5樓,2891-2670
152,和碩聯合科技股份有限公司附設醫務室,112,臺北市北投區立功街76號5樓,02-81439001＃32056
153,鄭素珠診所,112,臺北市北投區自強街一五四號,(02) 2823-5400
154,泓光診所,112,臺北市北投區立農街二段二八七號,(02) 2821-8048
155,祐民聯合診所,112,臺北市北投區中央南路一段207號1、2、3樓、211巷1、3號1、2、3樓、209號2、3樓,2895-1301
156,昱德聯合診所,112,臺北市北投區光明路１０２號,(02) 2897-5050
157,家福診所,112,臺北市北投區實踐街13號,2821-0435
158,永安家庭醫學科診所,112,臺北市北投區中央北路一段172號(實際使用：一、二層),2894-0888
159,長宏診所,112,臺北市北投區中央北路二段一二一號一樓,02-28967372
160,清田婦產科家醫科診所,112,臺北市北投區中和街二六八號,02-28931323
161,張參雄診所,112,臺北市北投區光明路166號(1、2層)、166-1號(1、2、3層)、166-2號(2、3層),02-28926555
162,王永良診所,112,臺北市北投區自強街九十四號,2822-7287
163,瑞康診所,114,臺北市內湖區江南街96巷3號,2659-9691
164,麗康診所,114,臺北市內湖區金湖路362號,02-26342296
165,新明診所,114,臺北市內湖區新明路386號,8792-1282
166,育睿診所,114,臺北市內湖區內湖路1段217巷35號1樓,2656-0801
167,誠康診所,114,臺北市內湖區內湖路一段585號,2657-2585
168,內湖長春診所,114,臺北市內湖區民權東路六段64號,2792-6868
169,陳森豊診所,114,臺北市內湖區環山路一段２號１樓及２樓,(02) 2799-0361
170,國泰醫療財團法人內湖國泰診所,114,臺北市內湖區瑞光路337號(1、2、3、4樓),02-87972121
171,三軍總醫院附設民眾診療服務處,114,臺北市內湖區成功路二段325號；臺北市中正區汀州路3段40號,
172,康寧醫療財團法人康寧醫院,114,臺北市內湖區成功路五段４２０巷２６號,2634-5500
173,中國醫藥大學附設醫院臺北分院,114,臺北市內湖區內湖路二段360號、362號,02-27919696
174,魏穀年診所,114,臺北市內湖區內湖路一段４０３號,(02) 2657-2691
175,康育診所,114,臺北市內湖區成功路三段189號2樓,(02) 2790-9134
176,陳勝吉診所,115,臺北市南港區研究院路一段115號1樓,(02)27836972
177,杏安診所,115,臺北市南港區同德路74號、76號,02-27892008
178,天仁健康診所,115,臺北市南港區成福路21號,2786-2687
179,永育醫療福德診所,115,臺北市南港區福德街320號1樓,2785-0700
180,義仁兒科診所,115,臺北市南港區玉成街138號1樓,2651-5929
181,劉聖亞診所,115,臺北市南港區興華路８２號１樓,(02) 2788-0713
182,荃威診所,115,臺北市南港區忠孝東路5段976號(實際營業地址:1、2層),
183,黃家庭醫學科診所,115,臺北市南港區研究院路一段１６１號,(02) 2782-0908
184,慈慧內科眼科聯合診所,116,臺北市文山區羅斯福路五段264號,(02) 2932-8036
185,景美醫院,116,臺北市文山區羅斯福路六段280號、文山區育英街2巷18號、文山區羅斯福路六段276巷1號1樓、文山區萬慶街18號1樓。,02-29331010
186,官世英診所,116,臺北市文山區景興路45號1樓,8663-8189
187,順欣診所,116,臺北市文山區木柵路3段112號(實際營業地址：一層、二層),2939-1011
188,樂群耳鼻喉科家醫科診所,116,臺北市文山區木新路三段202號,2234-0158
189,王家庭醫學科診所,116,臺北市文山區萬安街9號(實際使用第一層),8230-1875
190,東翰診所,116,臺北市文山區興隆路二段139號,02-29308330
191,澤文診所,116,臺北市文山區興隆路四段１３３號１樓,(02) 2938-6243
192,泓仁診所,116,臺北市文山區木新路二段２７３號,(02) 2938-2627
193,仁耀診所,116,臺北市文山區興隆路一段２７３號,(02) 2931-7788
194,定安診所,116,臺北市文山區景興路165號(實際營業為第一層),02-29323755
195,林正豐診所,116,臺北市文山區保儀路25號,2936-3665
196,佳鴻診所,116,臺北市文山區羅斯福路6段256號1樓,02-29333096
197,臺北市立萬芳醫院-委託臺北醫學大學辦理,116,臺北市文山區興隆路三段111號,(02) 2930-7930
198,普仁診所,116,臺北市文山區興隆路四段１７１號,(02) 2936-9987
