案件類別,上級機關,案件權責機關,案件編號,案件排序,案件名稱,承辦單位,申辦方式,新增日期,更新日期,URL
民政類,民政局,殯葬處,CJ010,0,申請生前預立環保葬意願書,殯葬處,全程式,20240812T092800,20260121T134600,https://service.taipei/case-detail/CJ010
民政類,民政局,殯葬處,CJ011,0,殯葬服務業申請許可變更,殯葬處,非全程式,20240812T092900,20251231T152600,https://service.taipei/case-detail/CJ011
民政類,民政局,殯葬處,CJ012,0,殯葬服務業申請跨直轄市、縣（市）營業備查,殯葬處,非全程式,20240812T093100,20251231T152400,https://service.taipei/case-detail/CJ012
民政類,民政局,殯葬處,CJ013,0,殯葬服務業申請許可備查,殯葬處,非全程式,20240812T093400,20251231T152100,https://service.taipei/case-detail/CJ013
民政類,民政局,殯葬處,CJ014,0,申請修墳、起掘作業,殯葬處,非全程式,20240812T093600,20260316T104500,https://service.taipei/case-detail/CJ014
民政類,民政局,殯葬處,CJ015,0,申請使用墓地,殯葬處,線上填表,20240812T093700,20260127T152700,https://service.taipei/case-detail/CJ015
民政類,民政局,殯葬處,CJ016,0,申請埋葬許可證,殯葬處,非全程式,20240812T093800,20260127T151600,https://service.taipei/case-detail/CJ016
民政類,民政局,殯葬處,CJ017,0,申請遺體火化作業,殯葬處,全程式,20240812T093800,20251231T145900,https://service.taipei/case-detail/CJ017
民政類,民政局,殯葬處,CJ018,0,申請靈柩寄存,殯葬處,非全程式,20240812T093900,20251231T145100,https://service.taipei/case-detail/CJ018
民政類,民政局,殯葬處,CJ019,0,申請接運遺體,殯葬處,非全程式,20240812T094200,20251231T144900,https://service.taipei/case-detail/CJ019
民政類,民政局,殯葬處,CJ020,0,申請設置殯儀館或火化場,殯葬處,非全程式,20240812T094300,20251231T144000,https://service.taipei/case-detail/CJ020
民政類,民政局,殯葬處,CJ021,0,申請公立公墓遷置補償費（救濟金）案件,殯葬處,非全程式,20240812T094400,20251231T150900,https://service.taipei/case-detail/CJ021
民政類,民政局,殯葬處,CJ022,0,申請設置公墓或骨灰(骸)存放設施,殯葬處,非全程式,20240812T094500,20251231T143700,https://service.taipei/case-detail/CJ022
民政類,民政局,殯葬處,CJ023,0,申請遺體防腐與遺體防腐證明書,殯葬處,非全程式,20240812T094500,20251231T154400,https://service.taipei/case-detail/CJ023
民政類,民政局,殯葬處,CJ024,0,申請補發中文火化許可證,殯葬處,非全程式,20240812T094600,20251231T154200,https://service.taipei/case-detail/CJ024
民政類,民政局,殯葬處,CJ025,0,申請英文火化許可證,殯葬處,非全程式,20240812T094700,20251231T154100,https://service.taipei/case-detail/CJ025
民政類,民政局,殯葬處,CJ026,0,申請多元環保葬鼓勵金,殯葬處,非全程式,20240812T094800,20260107T105600,https://service.taipei/case-detail/CJ026
民政類,民政局,殯葬處,CJ027,0,殯葬服務業申請生前殯葬服務契約業務,殯葬處,非全程式,20240812T094900,20251231T152900,https://service.taipei/case-detail/CJ027
民政類,民政局,殯葬處,CJ028,0,第一綠地場地使用申請,殯葬處,非全程式,20250723T165100,20251231T155300,https://service.taipei/case-detail/CJ028
民政類,民政局,殯葬處,CJ029,0,申請7年輪葬展延,殯葬處,非全程式,20250723T171900,20251231T155200,https://service.taipei/case-detail/CJ029
民政類,民政局,殯葬處,CJ030,0,申請骨骸火化作業,殯葬處,非全程式,20250730T112400,20251231T154900,https://service.taipei/case-detail/CJ030
工務類,工務局,水利處,CK001,0,臺北市轄管河川區域認養,水利處,全程式,20240812T153500,20250730T100100,https://service.taipei/case-detail/CK001
工務類,工務局,水利處,CK002,0,臺北市河濱公園場地使用申請(營利性及非營利性活動),水利處,全程式,20240812T153700,20251229T160400,https://service.taipei/case-detail/CK002
工務類,工務局,水利處,CK003,0,臺北市河防建造物附掛纜線作業,水利處,全程式,20240812T153900,20251229T160700,https://service.taipei/case-detail/CK003
工務類,工務局,水利處,CK004,0,臺北市河濱公園開放街頭藝人展演場地使用登記申請,水利處,全程式,20240812T153900,20251229T161200,https://service.taipei/case-detail/CK004
工務類,工務局,水利處,CK005,0,臺北市市區排水審查,水利處,全程式,20240812T155200,20251229T161000,https://service.taipei/case-detail/CK005
工務類,工務局,水利處,CK006,0,有線纜線申請暫掛雨水下水道作業,水利處,非全程式,20240812T161100,20251118T174000,https://service.taipei/case-detail/CK006
工務類,工務局,水利處,CK007,0,市區雨水下水道管線資料申請作業,水利處,全程式,20240812T161200,20260318T091000,https://service.taipei/case-detail/CK007
工務類,工務局,水利處,CK008,0,河川(排水設施範圍)公(私)地一般使用申請,水利處,非全程式,20240812T161300,20251117T165700,https://service.taipei/case-detail/CK008
工務類,工務局,水利處,CK009,0,臺北市河濱公園車輛臨時通行證申請,水利處,全程式,20240812T161300,20250718T110100,https://service.taipei/case-detail/CK009
工務類,工務局,水利處,CK010,0,臺北市市區排水案件完工查驗,水利處,全程式,20240812T161400,20251117T165900,https://service.taipei/case-detail/CK010
工務類,工務局,公園處,CL001,0,裝設路燈,公園處,全程式,20240812T143000,20251230T105800,https://service.taipei/case-detail/CL001
工務類,工務局,公園處,CL002,0,公園處場地使用（一般性活動）,公園處,全程式,20240812T143100,20251230T105900,https://service.taipei/case-detail/CL002
工務類,工務局,公園處,CL003,0,公園處場地使用（營利性活動）,公園處,全程式,20240812T143300,20251230T105900,https://service.taipei/case-detail/CL003
工務類,工務局,公園處,CL004,0,行道樹移植申請,公園處,非全程式,20240812T143800,20251230T105900,https://service.taipei/case-detail/CL004
工務類,工務局,公園處,CL005,0,公園及行道樹認養申請,公園處,非全程式,20240812T144000,20251230T113700,https://service.taipei/case-detail/CL005
工務類,工務局,公園處,CL006,0,行道樹懸掛燈飾申請,公園處,非全程式,20240812T144100,20260317T152100,https://service.taipei/case-detail/CL006
工務類,工務局,公園處,CL007,0,路燈桿遷移,公園處,全程式,20240812T144300,20251230T105400,https://service.taipei/case-detail/CL007
工務類,工務局,公園處,CL008,0,申請分期攤繳5年無權占用使用補償金,公園處,全程式,20240812T144500,20251230T101700,https://service.taipei/case-detail/CL008
工務類,工務局,公園處,CL010,0,永樂廣場場地申請,公園處,全程式,20250211T152600,20251230T111600,https://service.taipei/case-detail/CL010
教育類,教育局,圖書館,CM001,0,臺北市立圖書館借閱證申請（借閱電子館藏）,圖書館,全程式,20240812T115600,20251224T182700,https://service.taipei/case-detail/CM001
教育類,教育局,圖書館,CM002,0,臺北市立圖書館場地租借申請,圖書館,全程式,20240812T115800,20260312T140700,https://service.taipei/case-detail/CM002
教育類,教育局,圖書館,CM003,0,臺北市立圖書館預約導覽申請,圖書館,全程式,20240812T115900,20251224T180400,https://service.taipei/case-detail/CM003
教育類,教育局,圖書館,CM004,0,臺北市立圖書館借閱證申請（借閱實體館藏）,圖書館,全程式,20240812T120000,20251224T181600,https://service.taipei/case-detail/CM004
工務類,工務局,衛工處,CN001,0,新建房屋申請污水下水道用戶排水設備設置設計審查,衛工處,非全程式,20240812T145800,20260316T134500,https://service.taipei/case-detail/CN001
工務類,工務局,衛工處,CN002,0,既有房屋申請污水下水道用戶排水設備設置設計審查,衛工處,非全程式,20240812T150200,20260316T134700,https://service.taipei/case-detail/CN002
工務類,工務局,衛工處,CN003,0,污水下水道用戶排水設備設置變更設計審查,衛工處,非全程式,20240812T150500,20260316T134800,https://service.taipei/case-detail/CN003
工務類,工務局,衛工處,CN004,0,污水下水道用戶排水設備設置施工核轉挖掘道路證明,衛工處,全程式,20240812T150600,20251124T101900,https://service.taipei/case-detail/CN004
工務類,工務局,衛工處,CN005,0,污水下水道用戶排水設備設置核轉免配合統一申挖證明,衛工處,全程式,20240812T150700,20251124T101900,https://service.taipei/case-detail/CN005
工務類,工務局,衛工處,CN006,0,污水下水道用戶排水設備設置竣工查驗,衛工處,非全程式,20240812T151000,20251124T101900,https://service.taipei/case-detail/CN006
工務類,工務局,衛工處,CN007,0,污水下水道用戶排水設備設置竣工備查,衛工處,非全程式,20240812T151100,20251124T105900,https://service.taipei/case-detail/CN007
工務類,工務局,衛工處,CN008,0,臺北市污水管渠套繪圖案件申請作業,衛工處,全程式,20240812T151200,20251124T102000,https://service.taipei/case-detail/CN008
工務類,工務局,衛工處,CN009,0,臺北市污水管渠現場會勘案件申請作業,衛工處,全程式,20240812T151300,20251124T102000,https://service.taipei/case-detail/CN009
工務類,工務局,衛工處,CN010,0,污水下水道投肥證核發,衛工處,全程式,20240812T151400,20251124T102100,https://service.taipei/case-detail/CN010
工務類,工務局,衛工處,CN011,0,參觀污水處理廠,衛工處,全程式,20240812T151500,20260302T112100,https://service.taipei/case-detail/CN011
工務類,工務局,衛工處,CN012,0,『建築物既有化糞池廢除或改設為污水坑補助』資格鑑定,衛工處,全程式,20240812T151600,20251230T160600,https://service.taipei/case-detail/CN012
工務類,工務局,衛工處,CN013,0,例假日及國定假日進場投肥,衛工處,全程式,20240812T151700,20251124T102200,https://service.taipei/case-detail/CN013
工務類,工務局,衛工處,CN014,0,『建築物既有化糞池廢除或改設為污水坑補助』申請,衛工處,非全程式,20240812T151800,20251230T135800,https://service.taipei/case-detail/CN014
工務類,工務局,衛工處,CN015,0,『建築物既有化糞池廢除或改設為污水坑補助』竣工審查,衛工處,非全程式,20240812T152000,20251124T102200,https://service.taipei/case-detail/CN015
教育類,教育局,動物園,CO001,0,臺北市立動物園場地租借申請,動物園,網路預約,20240812T114900,20260312T090200,https://service.taipei/case-detail/CO001
教育類,教育局,動物園,CO002,0,臺北市立動物園預約導覽申請,動物園,網路預約,20250402T122800,20260312T090900,https://service.taipei/case-detail/CO002
工務類,工務局,大地處,CP001,1,水土保持計畫申請(含水土保持計畫變更設計申請),大地處,全程式,20240812T152200,20251112T173300,https://service.taipei/case-detail/CP001
工務類,工務局,大地處,CP002,2,簡易水土保持申報書申請（含簡易水土保持申報書變更設計申請）,大地處,全程式,20240812T152300,20251112T173400,https://service.taipei/case-detail/CP002
工務類,工務局,大地處,CP003,3,水土保持施工許可證申請（水土保持計畫申報開工）,大地處,全程式,20240812T152400,20251112T173500,https://service.taipei/case-detail/CP003
工務類,工務局,大地處,CP004,4,簡易水土保持申報書申報開工,大地處,全程式,20240812T152500,20251112T173500,https://service.taipei/case-detail/CP004
工務類,工務局,大地處,CP005,5,水土保持計畫完工申請,大地處,全程式,20240812T152600,20251112T173600,https://service.taipei/case-detail/CP005
工務類,工務局,大地處,CP006,6,簡易水土保持申報書完工申請,大地處,全程式,20240812T152600,20251112T173600,https://service.taipei/case-detail/CP006
工務類,工務局,大地處,CP007,7,貴子坑水土保持教學園區解說申請,大地處,全程式,20240812T152700,20251112T173800,https://service.taipei/case-detail/CP007
工務類,工務局,大地處,CP009,9,私有林採伐,大地處,全程式,20240812T152800,20251112T174000,https://service.taipei/case-detail/CP009
工務類,工務局,大地處,CP010,10,非保安林範圍之查察,大地處,全程式,20240812T152900,20251230T101300,https://service.taipei/case-detail/CP010
工務類,工務局,大地處,CP011,11,水土保持計畫及簡易水土保持申報書展延工期,大地處,全程式,20240812T153000,20251112T174100,https://service.taipei/case-detail/CP011
工務類,工務局,大地處,CP012,12,山坡地水土保持諮詢服務,大地處,全程式,20240812T153100,20251112T174200,https://service.taipei/case-detail/CP012
工務類,工務局,大地處,CP013,13,大地工程處轄管場地租借,大地處,全程式,20240812T153200,20260313T085200,https://service.taipei/case-detail/CP013
工務類,工務局,大地處,CP014,14,大地工程處所轄場域影視拍攝申請,大地處,全程式,20240812T153200,20260313T085100,https://service.taipei/case-detail/CP014
工務類,工務局,大地處,CP015,8,北投貴子坑露營場及內湖碧山露營場露營申請,大地處,全程式,20241226T103500,20251230T141300,https://service.taipei/case-detail/CP015
教育類,教育局,天文館,CR003,0,臺北市立天文科學教育館展示場定時導覽預約,天文館,全程式,20250210T160700,20251226T154500,https://service.taipei/case-detail/CR003
教育類,教育局,天文館,CR004,0,臺北市立天文科學教育館場地租借,天文館,全程式,20250310T171900,20251226T155000,https://service.taipei/case-detail/CR004
教育類,教育局,教研中心,CS001,0,臺北市教師研習中心場地使用,教研中心,全程式,20250721T160300,20251229T145000,https://service.taipei/case-detail/CS001
環保類,環保局,北投焚化廠,CU001,0,代處理一般事業廢棄物及一般廢棄物焚化申請（北投垃圾焚化廠）,北投焚化廠,全程式,20250320T091300,20260323T163200,https://service.taipei/case-detail/CU001
環保類,環保局,北投焚化廠,CU002,0,臺北市政府環境保護局垃圾焚化廠參觀申請（北投垃圾焚化廠）,北投焚化廠,全程式,20250320T093100,20260312T165100,https://service.taipei/case-detail/CU002
社政類,社會局,家防中心,CV001,0,特殊境遇家庭扶助之家庭暴力被害人補助,家防中心,非全程式,20240813T114800,20251023T105100,https://service.taipei/case-detail/CV001
社政類,社會局,家防中心,CV002,0,臺北市性侵害被害人補助,家防中心,非全程式,20240813T114900,20251231T142500,https://service.taipei/case-detail/CV002
社政類,社會局,家防中心,CV003,0,臺北市家庭暴力被害人補助,家防中心,非全程式,20240813T114900,20251231T142500,https://service.taipei/case-detail/CV003
社政類,社會局,家防中心,CV004,0,臺北市家庭暴力暨性侵害防治中心場地租借,家防中心,全程式,20240813T115000,20260312T112300,https://service.taipei/case-detail/CV004
社政類,社會局,陽明教養院,CW001,0,陽明教養院重新核費,陽明教養院,全程式,20240813T114300,20251231T085100,https://service.taipei/case-detail/CW001
社政類,社會局,陽明教養院,CW002,0,陽明教養院外界團體參觀,陽明教養院,全程式,20240813T114300,20251230T105500,https://service.taipei/case-detail/CW002
社政類,社會局,陽明教養院,CW003,0,陽明教養院活動場所使用,陽明教養院,全程式,20240813T114400,20250909T115700,https://service.taipei/case-detail/CW003
社政類,社會局,浩然敬老院,CX001,0,浩然敬老院入院候缺登記（第一階段）,浩然敬老院,全程式,20240813T114500,20250730T134000,https://service.taipei/case-detail/CX001
社政類,社會局,浩然敬老院,CX002,0,浩然敬老院活動場地使用,浩然敬老院,全程式,20240813T114600,20250911T101700,https://service.taipei/case-detail/CX002
社政類,社會局,浩然敬老院,CX003,0,浩然敬老院入院（第二階段）,浩然敬老院,全程式,20240813T114600,20251223T151300,https://service.taipei/case-detail/CX003
社政類,社會局,浩然敬老院,CX004,0,浩然敬老院外界團體參訪,浩然敬老院,全程式,20240813T114700,20251224T111500,https://service.taipei/case-detail/CX004
警政類,警察局,刑警大隊,DQ001,0,當舖業籌設、勘驗、變更、換（補）發新證、停（復）業之申請,刑警大隊,全程式,20240812T170400,20260323T163900,https://service.taipei/case-detail/DQ001
警政類,警察局,刑警大隊,DQ002,0,護照遺失證明,刑警大隊,線上填表,20240812T170500,20251121T104300,https://service.taipei/case-detail/DQ002
警政類,警察局,刑警大隊,DQ005,0,民眾申請護鈔,刑警大隊,全程式,20250208T135700,20250730T113700,https://service.taipei/case-detail/DQ005
警政類,警察局,交通大隊,DR001,0,本市警察局受理之違規申訴案件（舉發單位為臺北市政府警察局所屬各分局）,交通大隊,非全程式,20240812T170600,20260311T111500,https://service.taipei/case-detail/DR001
警政類,警察局,交通大隊,DR002,0,申請計程車駕駛人執業登記測驗及講習,交通大隊,非全程式,20240812T170700,20260116T100400,https://service.taipei/case-detail/DR002
警政類,警察局,交通大隊,DR003,0,臺北市大貨車及聯結車通行證申請,交通大隊,非全程式,20240812T170800,20250729T134900,https://service.taipei/case-detail/DR003
警政類,警察局,交通大隊,DR004,0,交通大隊受理之拖吊申訴案件（舉發單位為臺北市政府警察局交通警察大隊）,交通大隊,非全程式,20240812T170800,20250722T162200,https://service.taipei/case-detail/DR004
警政類,警察局,交通大隊,DR005,0,交通事故資料申請,交通大隊,非全程式,20240812T170900,20251110T171800,https://service.taipei/case-detail/DR005
警政類,警察局,交通大隊,DR006,0,申請臨時使用道路,交通大隊,非全程式,20240812T171000,20250722T164000,https://service.taipei/case-detail/DR006
衛生類,衛生局,聯合醫院,DT001,0,一般診斷書,聯合醫院,全程式,20240813T164000,20260129T101700,https://service.taipei/case-detail/DT001
衛生類,衛生局,聯合醫院,DT002,0,死亡診斷書,聯合醫院,全程式,20240813T164500,20251114T092200,https://service.taipei/case-detail/DT002
衛生類,衛生局,聯合醫院,DT003,0,驗傷診斷證明書,聯合醫院,全程式,20240813T164600,20250723T083900,https://service.taipei/case-detail/DT003
衛生類,衛生局,聯合醫院,DT004,0,門診體檢掛號,聯合醫院,全程式,20240813T164600,20251114T092700,https://service.taipei/case-detail/DT004
衛生類,衛生局,聯合醫院,DT005,0,醫療費用證明書,聯合醫院,全程式,20240813T164700,20251114T093100,https://service.taipei/case-detail/DT005
衛生類,衛生局,聯合醫院,DT006,0,出生證明書,聯合醫院,全程式,20240813T164800,20251114T093700,https://service.taipei/case-detail/DT006
衛生類,衛生局,聯合醫院,DT007,0,死產及流產證明,聯合醫院,全程式,20240813T164800,20251114T094100,https://service.taipei/case-detail/DT007
衛生類,衛生局,聯合醫院,DT008,0,檢驗報告影印,聯合醫院,全程式,20240813T164900,20251114T094800,https://service.taipei/case-detail/DT008
衛生類,衛生局,聯合醫院,DT009,0,病歷資料,聯合醫院,全程式,20240813T165000,20251114T095100,https://service.taipei/case-detail/DT009
衛生類,衛生局,聯合醫院,DT010,0,臺北市立聯合醫院附設護理之家暨住宿式長照機構入住預約登記,聯合醫院,全程式,20240813T165100,20250729T171000,https://service.taipei/case-detail/DT010
衛生類,衛生局,聯合醫院,DT011,0,臺北市立聯合醫院失智日間病房預約登記,聯合醫院,全程式,20240813T165100,20260318T095500,https://service.taipei/case-detail/DT011
衛生類,衛生局,聯合醫院,DT012,0,臺北市立聯合醫院失智失能日間照顧中心預約登記,聯合醫院,全程式,20240813T165200,20260318T095000,https://service.taipei/case-detail/DT012
交通類,交通局,停管處,DU001,0,申請取消公有路邊停車位,停管處,全程式,20240813T113900,20251118T114000,https://service.taipei/case-detail/DU001
交通類,交通局,停管處,DU002,0,停車場營業登記申請案（屬免書證、免謄本）,停管處,非全程式,20240813T114100,20260318T093900,https://service.taipei/case-detail/DU002
交通類,交通局,停管處,DU003,0,停車場營業登記變更申請案（屬免書證、免謄本）,停管處,非全程式,20240813T114200,20260318T094200,https://service.taipei/case-detail/DU003
交通類,交通局,停管處,DU004,0,臺北市路外公共平面停車場申請（屬免書證、免謄本）,停管處,全程式,20240813T114400,20251021T144000,https://service.taipei/case-detail/DU004
交通類,交通局,停管處,DU005,0,臺北市路邊停車費重複繳費申請退費,停管處,全程式,20240813T114500,20251021T144100,https://service.taipei/case-detail/DU005
交通類,交通局,停管處,DU006,0,臺北市民營停車場申請指引標誌,停管處,全程式,20240813T114600,20251118T111800,https://service.taipei/case-detail/DU006
交通類,交通局,停管處,DU007,0,停車社區化管理計畫,停管處,全程式,20240813T114700,20260316T111200,https://service.taipei/case-detail/DU007
交通類,交通局,停管處,DU008,0,臺北市利用空地設置立體式臨時路外停車場申請（屬免書證、免謄本）,停管處,全程式,20240813T114700,20251118T113200,https://service.taipei/case-detail/DU008
交通類,交通局,停管處,DU009,0,停管處補助設置供公共使用自行車停放架,停管處,全程式,20240813T114800,20250804T103200,https://service.taipei/case-detail/DU009
交通類,交通局,停管處,DU010,0,網路線上繳路邊停車費,停管處,全程式,20240813T114900,20251112T155600,https://service.taipei/case-detail/DU010
交通類,交通局,停管處,DU011,0,臺北市松山車站南側交4廣場場地使用,停管處,全程式,20240813T115000,20251118T115200,https://service.taipei/case-detail/DU011
交通類,交通局,停管處,DU012,0,申請新增、調整公有路邊停車位,停管處,全程式,20240813T134400,20250725T101100,https://service.taipei/case-detail/DU012
交通類,交通局,停管處,DU013,0,申請臨時使用公有路邊停車位,停管處,全程式,20240813T134500,20251203T095900,https://service.taipei/case-detail/DU013
交通類,交通局,停管處,DU014,0,補助民營路外公共停車場設置電動汽車充電專用停車位及其充電設施(初審),停管處,非全程式,20240813T134600,20250725T101200,https://service.taipei/case-detail/DU014
交通類,交通局,停管處,DU015,0,補助民營路外公共停車場設置電動汽車充電專用停車位及其充電設施(複審),停管處,非全程式,20240813T135100,20251118T120200,https://service.taipei/case-detail/DU015
交通類,交通局,停管處,DU016,0,停管處受理之申訴案件(舉發單位為臺北市停車管理工程處-停車費催(追)繳及舉發違規停車案件),停管處,全程式,20240813T135200,20251117T111800,https://service.taipei/case-detail/DU016
交通類,交通局,公運處,DW001,0,申請鼓勵老舊計程車更新補助第二階段(30%)經費,公運處,全程式,20240813T110500,20250731T161000,https://service.taipei/case-detail/DW001
交通類,交通局,公運處,DW002,0,申請鼓勵老舊計程車更新補助登記,公運處,全程式,20240819T145300,20250731T165100,https://service.taipei/case-detail/DW002
交通類,交通局,公運處,DW003,0,申請鼓勵老舊計程車更新補助第一階段(70%)經費,公運處,非全程式,20240819T145400,20250930T150100,https://service.taipei/case-detail/DW003
交通類,交通局,公運處,DW005,0,申請臺北市藍色水路載客碼頭船舶靠泊,公運處,全程式,20240819T145900,20260312T155300,https://service.taipei/case-detail/DW005
交通類,交通局,公運處,DW006,0,計程車客運業車輛汰舊換新延期遞補,公運處,全程式,20240819T145900,20251124T093100,https://service.taipei/case-detail/DW006
交通類,交通局,公運處,DW007,0,計程車客運業申請停、歇業,公運處,非全程式,20240819T150000,20251216T140800,https://service.taipei/case-detail/DW007
交通類,交通局,公運處,DW008,0,個人經營計程車客運業申請籌設,公運處,全程式,20240819T150600,20251128T113700,https://service.taipei/case-detail/DW008
交通類,交通局,公運處,DW009,0,計程車運輸合作社申請入社,公運處,全程式,20240819T150800,20251124T093700,https://service.taipei/case-detail/DW009
交通類,交通局,公運處,DW010,0,計程車運輸合作社申請退社,公運處,全程式,20240819T150800,20250730T144500,https://service.taipei/case-detail/DW010
交通類,交通局,公運處,DW011,0,計程車客運業申請變更公司資料登記,公運處,非全程式,20240819T152400,20251124T093900,https://service.taipei/case-detail/DW011
交通類,交通局,公運處,DW012,0,個人經營計程車客運業及合作社社員申請輪替駕駛,公運處,全程式,20240819T153300,20251128T113800,https://service.taipei/case-detail/DW012
交通類,交通局,公運處,DW013,0,計程車合作社社員除名遞補,公運處,全程式,20240819T153400,20251124T094100,https://service.taipei/case-detail/DW013
交通類,交通局,公運處,DW014,0,計程車客運業申請車輛聯合過戶,公運處,全程式,20240819T153600,20251124T092900,https://service.taipei/case-detail/DW014
交通類,交通局,公運處,DW015,0,計程車客運業申請復業,公運處,全程式,20240819T154200,20251124T094200,https://service.taipei/case-detail/DW015
交通類,交通局,公運處,DW016,0,計程車駕駛人自備車輛參與經營契約書申請異動登錄,公運處,全程式,20240819T154300,20251124T094300,https://service.taipei/case-detail/DW016
交通類,交通局,公運處,DW017,0,計程車無線電臺申請開業,公運處,全程式,20240819T154400,20251124T094500,https://service.taipei/case-detail/DW017
交通類,交通局,公運處,DW018,0,計程車無線電臺申請定期換照,公運處,全程式,20240819T155200,20251124T094500,https://service.taipei/case-detail/DW018
交通類,交通局,公運處,DW019,0,計程車無線電臺申請變更及遷址,公運處,非全程式,20240819T155300,20251216T140900,https://service.taipei/case-detail/DW019
交通類,交通局,公運處,DW020,0,計程車無線電臺申請轉讓,公運處,非全程式,20240819T155400,20251216T141000,https://service.taipei/case-detail/DW020
交通類,交通局,公運處,DW021,0,計程車客運服務業申請籌設,公運處,非全程式,20240819T155400,20251203T153800,https://service.taipei/case-detail/DW021
交通類,交通局,公運處,DW022,0,計程車客運服務業申請立案（含外縣市遷入立案）,公運處,全程式,20240819T155500,20251125T103000,https://service.taipei/case-detail/DW022
交通類,交通局,公運處,DW023,0,計程車客運服務業申請開業,公運處,全程式,20240819T155600,20251124T100100,https://service.taipei/case-detail/DW023
交通類,交通局,公運處,DW024,0,計程車客運服務業申請停、歇業,公運處,非全程式,20240819T155800,20251203T144800,https://service.taipei/case-detail/DW024
交通類,交通局,公運處,DW025,0,計程車客運服務業延期開業,公運處,全程式,20240819T155800,20250729T094000,https://service.taipei/case-detail/DW025
交通類,交通局,公運處,DW026,0,計程車客運服務業申請變更公司組織及地址,公運處,非全程式,20240819T155900,20251203T155600,https://service.taipei/case-detail/DW026
交通類,交通局,公運處,DW027,0,計程車客運服務業申請復業,公運處,全程式,20240819T162100,20251124T101100,https://service.taipei/case-detail/DW027
交通類,交通局,公運處,DW028,0,計程車客運服務業申請變更登記,公運處,非全程式,20240819T162100,20251124T100700,https://service.taipei/case-detail/DW028
交通類,交通局,公運處,DW029,0,計程車無線電臺申請籌設,公運處,非全程式,20240819T162300,20251125T103000,https://service.taipei/case-detail/DW029
交通類,交通局,公運處,DW030,0,計程車客運業申請廢止原核准營業車輛過戶公文,公運處,全程式,20240819T162600,20251124T101500,https://service.taipei/case-detail/DW030
交通類,交通局,公運處,DW031,0,申請補發營業執照,公運處,非全程式,20240819T162900,20251124T101200,https://service.taipei/case-detail/DW031
交通類,交通局,公運處,DW032,0,個人經營計程車客運業遷址申請,公運處,全程式,20240819T162900,20251124T094600,https://service.taipei/case-detail/DW032
交通類,交通局,公運處,DW033,0,個人經營計程車客運業撤銷輪替駕駛申請,公運處,全程式,20240819T163300,20251124T101500,https://service.taipei/case-detail/DW033
交通類,交通局,公運處,DW034,0,個人經營計程車客運業補發營業執照申請,公運處,全程式,20240819T164000,20251124T101600,https://service.taipei/case-detail/DW034
交通類,交通局,公運處,DW035,0,個人經營計程車客運業歇業申請,公運處,非全程式,20240819T164100,20251205T163300,https://service.taipei/case-detail/DW035
交通類,交通局,公運處,DW036,0,個人經營計程車客運業復業申請,公運處,全程式,20240819T164300,20251124T101700,https://service.taipei/case-detail/DW036
交通類,交通局,公運處,DW037,0,個人經營計程車客運業移入開業申請,公運處,全程式,20240819T164300,20251124T101800,https://service.taipei/case-detail/DW037
交通類,交通局,公運處,DW038,0,個人經營計程車客運業停業申請,公運處,非全程式,20240819T164400,20251205T164000,https://service.taipei/case-detail/DW038
交通類,交通局,公運處,DW040,0,個人經營計程車客運業延期領牌申請,公運處,全程式,20240819T164600,20251124T101900,https://service.taipei/case-detail/DW040
交通類,交通局,公運處,DW041,0,計程車客運服務業新增派遣業務,公運處,非全程式,20240819T164700,20251124T102500,https://service.taipei/case-detail/DW041
交通類,交通局,公運處,DW042,0,申請車輛清冊,公運處,全程式,20240819T164800,20251124T101400,https://service.taipei/case-detail/DW042
交通類,交通局,公運處,DW043,0,臺北市聯營公車申請設置汽車運輸業停車場,公運處,全程式,20240819T164800,20250804T141200,https://service.taipei/case-detail/DW043
交通類,交通局,公運處,DW044,0,臺北市市區汽車客運業申請營業執照變更負責人登記,公運處,非全程式,20240819T164900,20251205T173900,https://service.taipei/case-detail/DW044
交通類,交通局,公運處,DW045,0,計程車客運業申請借用其他汽車運輸業停車場,公運處,全程式,20240819T164900,20251125T103000,https://service.taipei/case-detail/DW045
交通類,交通局,公運處,DW046,0,計程車客運業申請變更登記,公運處,非全程式,20240819T165000,20251203T150700,https://service.taipei/case-detail/DW046
交通類,交通局,公運處,DW047,0,個人計程車客運業申請開業,公運處,全程式,20240819T165000,20251124T095300,https://service.taipei/case-detail/DW047
交通類,交通局,公運處,DW048,0,交通客車申請行駛公車專用道,公運處,全程式,20240819T165100,20251205T172900,https://service.taipei/case-detail/DW048
交通類,交通局,公運處,DW049,0,申請設置公車車廂外廣告案,公運處,全程式,20240819T165100,20250729T094200,https://service.taipei/case-detail/DW049
交通類,交通局,公運處,DW050,0,臺北市辦理免費接駁路線申請設站或借用站位,公運處,全程式,20240819T165300,20251016T145300,https://service.taipei/case-detail/DW050
交通類,交通局,裁決所,DX001,0,裁決所受理之申訴案件（應到案處所為臺北市交通事件裁決所）-本市舉發案件（屬免書證、免謄本）,裁決所,全程式,20240814T110900,20251114T113100,https://service.taipei/case-detail/DX001
交通類,交通局,裁決所,DX002,0,裁決所受理之申訴案件（應到案處所為臺北市交通事件裁決所）-外縣市舉發案件（屬免書證、免謄本）,裁決所,全程式,20240814T111000,20251114T113400,https://service.taipei/case-detail/DX002
