公司名稱,負責人,郵遞區號,公司所在地,電話
玖禾生命禮儀股份有限公司,賴政成,411041,臺中市太平區新高里育才路470號1樓,"4,239,559,370,422,240,000"
菩伈生命禮儀社,吳彩蘭,412006,臺中市大里區中新里環中東路六段290號1樓,425666347
承益花藝禮儀社,許美珠,412009,臺中市大里區立仁路91號,422767826
清河堂禮儀社,傅何庚,412029,臺中市大里區上興街2段54巷21號1樓,424932481
神典生命禮儀有限公司,賴守筠,413004,臺中市霧峰區坑口里復興六街76巷1號1樓,423303343
道源禮儀社,李俊璋,413009,臺中市霧峰區振興東街6號1樓,987968889
元德禮儀有限公司,李雅雲,413014,臺中市霧峰區甲寅村中正路1190號1樓,422379992
唯全禮葬儀有限公司,黃進民,414012,臺中市烏日區烏日村以春街35號1樓,423383792
荷韻人文企業社,林鼎昇,420012,臺中市豐原區豐南路168號1樓,425611966
群善生命禮儀社,林丞鋒,427005,台中市潭子區頭家東里大成街63號1樓,953212928
白象生命企業社,蕭清柏,427008,臺中市潭子區大豐里潭富路2段188號,425355151
萬國人本生命禮儀社,鄭若蕎,428005,臺中市大雅區三合里春亭二街46巷8號1樓,800553988
雅清禮儀有限公司,賴承漢,428005,臺中市大雅區三和里建興路163號1樓,"425,653,119,042,565,000"
恩慈生命禮儀,王鼎衡,429004,臺中市神岡區昌平路5段237巷107號1樓,986113328
福緣生命禮儀社,蔣旻宏,429015,臺中市神岡區神岡路162號1樓,925069477
凡辰生命禮儀,賴元浩,432009,台中市大肚區遊園路2段74巷2弄8號之3,963187505
傳法禮儀股份有限公司,陳順從,433002,臺中市沙鹿區北勢里北中一街107號1樓,422252226
福慧園生命服務禮儀社,陳樺香,433101,臺中市沙鹿區清泉里東海路74號,913791815
頌恩生命禮儀有限公司,林子誠,434018,臺中市龍井區遊園北路110號,925088278
日灃禮儀有限公司,陳紫言,434025,臺中市龍井區南社路2段58巷22號1樓,975671951
惠祥仁本禮儀社,江培聖,436044,臺中市清水區新興路1-14號,426239777
家昌禮儀社,賴宇家,437009,臺中市大甲區雁門路293巷79弄26號1樓,938696078
龍寶人本有限公司,高慧君,500002,彰化縣彰化市中山路2段821號1樓,921768424
主內安息社,陳怡中,500006,彰化縣彰化市和平路62號,937739918
馬興生命禮儀,吳杰叡,500009,彰化縣彰化市中山路1段556巷23之41號,47119489
亞洲花環禮儀社,施火木,500011,彰化縣彰化市華北里博愛街53巷50號,910533336
瑞豐生命禮儀有限公司,王瑞峰,500018,彰化縣彰化市南興里雲長路139號1樓,47120448
蓮池海會佛教禮儀社,溫淑鈴,500021,彰化縣彰化市陽明里陽明街161巷9之5號,47285007
真丞益禮儀企業社,王益聰,500033,彰化市大埔路3號2樓,910229036
崧園禮儀社,吳明訓,500033,彰化縣彰化市大埔路3號2樓,800531314
晴光生命美學禮儀社,洪詩晴,504007,彰化縣秀水鄉秀水村花秀路60巷8號1樓,47558484
凱戎生命禮儀社,蔡郁戎,505006,彰化縣鹿港鎮東石里海浴路59巷17號1樓,909505144
順利禮儀社,陳昭憲,508012,彰化縣和美鎮中興路1段155號,425355971
瑞成生命禮儀規劃服務社,曾浩庭,508020,彰化縣和美鎮鹿和路6段255巷46號,931515544
先恩有限公司,周信宏,508022,彰化縣和美鎮源埤里大佃路310號,985180892
怡安生命禮儀有限公司,陳柏霖,510006,彰化縣員林市惠明街73號3樓,981820866
慈懿禮儀社,張振基,510006,彰化縣員林鎮惠來里惠明街33巷21號1樓,48350598
寶蓮生命禮儀有限公司,賴翠蓮,510020,彰化縣員林鎮三橋里大榮街20號,48321955
靜宜禮儀社,張能柱,510034,彰化縣員林鎮出水里出水巷21-14號,48315524
福緣禮儀社,陳景三,512008,彰化縣永靖鄉永南村文建街21號,910656777
金甯生命禮儀有限公司,黃錦鴻,514020,彰化縣溪湖鎮大突里大同十五街7號,48820689
立昕生命禮儀社,邱子芸,515007,彰化縣大村鄉過溝村中正西路182之32號,48535603
忠維生命禮儀有限公司,林麗君,516018,彰化縣埔鹽鄉埔鹽村彰水路2段170巷4號1樓,923503030
奇昇生命禮儀社,紀崑棟,520014,彰化縣田中鎮中潭里員集路3段220號,980736213
大展生命禮儀,邱智偉,523007,彰化縣埤頭鄉合興村中央路720號,970396955
德安禮儀社,徐霈森,524009,彰化縣溪州鄉尾厝村中山路4段443號1樓,48874749
欽福禮儀社,邱又嫙,526021,彰化縣二林鎮豐田里文華一街64號,48963490
松明禮儀社,洪清柱,526023,彰化縣二林鎮後厝里長青路120巷6弄7號1樓,48967598
芯緣生命禮儀社,楊涴婷,528001,彰化縣芳苑鄉三成村三成路12-1號1樓,989991927
西佛國禮儀社,王甄瑜,528008,彰化縣芳苑鄉草湖村功湖路草湖段61號,48861266
德安禮儀社(南投),廖麗菊,540018,南投縣南投市三和里中山南街76號,492222744
靜思生命禮儀有限公司,張圍勝,540018,南投縣南投市公所街12號2樓,492583303
宗泓生命禮儀,陳孟惠,540020,南投縣南投市文化路370巷1號1樓,492202414
慈華生命禮儀社(南投縣),楊淑媛,540025,南投縣南投市平山里彰南路2段556號,425386765
勝芳生命禮儀事業,徐國峰,540030,南投市彰南路3段400巷1-5號,492257563
源豐禮儀社,王秋霞,542002,南投縣草屯鎮明正里中山街343巷20弄5號1樓,492561886
如意果生命禮儀有限公司,陳思潔,542008,南投縣草屯鎮上林里草溪路531號1樓,492337982
新世代禮儀社,簡洋州,542009,南投縣草屯鎮碧洲里碧峰路643號,492330957
弘祥禮儀社,莊聰明,542015,南投縣草屯鎮新庄里芬草路2段592號1樓,492356977
芊翔生命禮儀社,何佳緯,542017,南投縣草屯鎮新豐里稻香路28號1樓,492326793
南洲禮儀社,李美娟,542018,南投縣草屯鎮御史里東山路8-3號,932687483
新賜豐禮儀社,吳秀勉,542019,南投縣草屯鎮御史里登輝路72巷33弄10號1樓,492566543
欣輝禮儀有限公司,黃正務,542022,南投縣草屯鎮富寮里富德街11巷22弄9號1樓,492560853
普台禮儀社,吳寶蓮,542024,南投縣草屯鎮玉成路79巷3號1樓,492562400
忠孝生命事業社,陳志賓,545007,南投縣埔里鎮同聲里南安路137號,492993816
德泰禮儀社,高清河,545007,南投縣埔里鎮杷城里南安路46號,492981094
仲恆生命禮儀有限公司,施柏仲,545009,南投縣埔里鎮杷城里東興一街168號1樓,492988304
世全生命禮儀社,江麗玲,545010,南投縣埔里鎮枇杷里枇杷一巷12號,492919696
嚴華禮御生命有限公司,鄭于嘉,545016,南投縣埔里鎮清新里育德街45號1樓,908386858
豐榮生命禮儀企業社,簡宥汝,545020,埔里鎮水頭里東潤路26巷8弄12號1樓,980549226
名間禮儀社,吳政謚,551001,南投縣名間鄉南雅村田墘巷10號,923599995
合益人文開發股份有限公司,向恒達,551005,南投縣名間鄉三崙村內寮巷819號,910594458
善宇禮儀社,盧怡名,551007,南投縣名間鄉仁和村山腳巷1-24號1樓,972242935
意境人文行銷股份有限公司,邱淑慧,551009,南投縣名間鄉新厝村新厝路79-3號,492583745
施鎮平禮儀社,施鎮平,551010,南投縣名間鄉中山村名山路一段316號,492732710
釋梵禮儀社,王玉鳳,551011,南投縣名間鄉田仔村中寮巷6號,930829494
阿香禮儀社,王美雯,557002,南投縣竹山鎮延和里大明路97號1樓,492641651
佛心禮儀社,葉麗君,557006,南投縣竹山鎮中山里鯉南路1號,492643871
慈山生命禮儀社,曾彥彬,557012,南投縣竹山鎮延祥里瑞竹巷179弄17號1樓,492635911
全方位生命禮儀社,林昱均,557013,南投縣竹山鎮桂林里中山路2巷17號,492630803
東林葬儀社,潘菁玉,557022,南投縣竹山鎮延山里瑞山巷 40-1號1樓,492658976
大元禮儀社,宋玉清,558004,南投縣鹿谷鄉鹿谷村鹿彰路330號1樓,492753703
大&#37416;禮儀社,宋玉清,558004,南投縣鹿谷鄉鹿谷村鹿彰路330號1樓,492753703
詠發生命服務企業社,許淑憶,600006,嘉義市西區國華里國華街290號3樓8,976937545
萬年喜喪禮儀企業社,許明仁,600012,嘉義市東區蘭井街148之7號1樓,52751859
至臻生命禮儀有限公司,陳宇秦,600020,嘉義市西區民生南路1000號3樓之13,915253571
以馬內利生命事業有限公司,韓侃錚,600022,嘉義市西區導明里成功東街20號1樓,975593186
博愛葬儀社,侯信廷,600025,嘉義市西區武昌街50號,52319066
永珅企業社,賴櫞朝,600025,嘉義市西區蘭州一街70號4樓之3,928356891
御信禮儀有限公司,陳志傑,600028,嘉義市西區劉厝里大聖路19號1樓,52386498
耿興禮儀股份有限公司,許吉賢,600031,嘉義市西區新民路519巷21號,52273638
品安生命禮儀社,賴麗華,600032,嘉義市東區安業里大業街39巷3號1樓,933278118
大進殯葬禮儀有限公司,黃昭進,600037,嘉義市東區安寮里吳鳳南路521巷18弄24號,523600553
大展禮儀社,黃俊典,600038,嘉義市東區興村里溪興街105巷30號3樓1,933595901
嘉益禮儀有限公司,林金田,600041,嘉義市小雅路349號1樓,52289755
賢誠人本禮儀社,莊詠皓,600046,嘉義市東區林森東路470巷31號,916043861
寧安禮儀社,丁慧玉,600052,嘉義市東區忠孝路790之12號11樓之2,963190314
福元綜合葬儀社,陳芷綾,600057,嘉義市西區新厝里合江街155號,928779079
嘉聲禮儀社,楊淑娟,600059,嘉義市東區東義路99巷14號,52774530
云鶴禮儀社,蔡兩諺,600072,嘉義市西區永福三街15號4樓3,929503703
龐龍開發有限公司,楊凱婷,600072,嘉義市西區永樂二街7號,52830389
北興禮儀社,李明穎,600074,嘉義市西區重興里北興街296號,52326486
中華國際管理顧問有限公司,楊雅玲,600080,嘉義市西區港坪里大同路675號,52842237
禾展生命禮儀,蔡佩娟,600081,嘉義市西區新厝里撫順二街38號1樓,937358428
進德禮儀社,童秀葉,600083,嘉義市西區自由路409巷2號,910372479
威寶禮儀有限公司,楊宗明,606002,嘉義縣中埔鄉和興村中華路209巷20號,52305936
萬傳禮儀社,楊尚龍,621002,嘉義縣民雄鄉東榮村10鄰中樂路14之2號,52262344
福田生命企業社,吳玳儀,630051,雲林縣斗南鎮新光里光榮路56巷52-2號,985529988
壽山葬儀社,張榮恭,631042,雲林縣大埤鄉尚義村74號,55911924
靖恩企業社,黃文賢,632102,雲林縣虎尾鎮北溪里27-1號1樓,961338007
萬代人本有限公司,翁瑋琳,632103,雲林縣虎尾鎮西屯里大屯路278-1號1樓,422304042
惠安企業社,周珮琪,632109,雲林縣虎尾鎮惠來里路墘73號,56222569
協和禮儀社,林鈺恩,632109,雲林縣虎尾鎮惠來路200-9號,56962360
感恩生命企業社,陳素凉,633001,雲林縣土庫鎮越港里聯美路96號,56627463
風信子生命禮儀,郭玉婷,633002,雲林縣土庫鎮石廟里文昌路138號1樓,911990390
國濟禮儀社,張啟庭,633102,雲林縣土庫鎮南平里馬光路45之3號1樓,56653229
慈恩生命禮儀,楊舒婷,633102,雲林縣土庫鎮崙內里頂寮路70號1樓,980110661
福座禮儀社,張樹提,635101,雲林縣東勢鄉月眉村媽埔43之6號,56996153
新永豐企業社,林惠娟,636104,雲林縣台西鄉光華村光華99之6號,910488056
八方禮儀社,林宗顯,636105,雲林縣台西鄉永豐村崙豐路103號,931642647
菩靜禮儀社,吳秋桐,640001,雲林縣斗六市鎮西里雲林路二段633號1樓,952760431
東佳禮儀社,柯沛珍,640106,雲林縣斗六市溪洲里萬年路892號,983116530
東熯生命禮儀有限公司,詹天佑,640114,雲林縣斗六市劉厝路22-2號,55220034
宏紳企業社,陳孟宏,640154,雲林縣斗六市溪洲里中南路290巷30號1樓,919602317
廣和禮儀社,郭永和,640154,雲林縣斗六市溪洲里中南路290巷45弄83號,5510868
建宏禮儀社,廖嘉裕,647008,雲林縣莿桐鄉莿桐村延平路160號1樓,55847877
西部鮮花店禮儀社,程偉銓,648002,雲林縣西螺鎮永安里延平路26號,55862578
雲揚企業社,程柏榮,648104,雲林縣西螺鎮河南里埔心路103巷8弄5號,55866845
三慈禮儀社,呂建璋,649001,雲林縣二崙鄉崙東村中山路1段225號,921667109
上好殯葬禮儀社,林素紅,651001,雲林縣北港鎮華勝里民治路31之1號,57811741
洺毅川明禮儀社,廖晁鋒,651012,雲林縣北港鎮新街里新西街23之1號1樓,933423153
彩宏禮儀社,郭惠紅,652002,雲林縣水林鄉塭底村13號,932578344
政宏禮儀社,洪嘉君,652006,雲林縣水林鄉水北村水林路68號,57852347
長生葬儀社,李俊德,653002,雲林縣口湖鄉梧北村復興路7號,912350062
志成殯葬禮儀社,王孟源,653005,雲林縣口湖鄉崙東村8鄰福安路12之19號,57991757
鴻明禮儀社,黃志如,654022,嘉義縣四湖鄉東庄路60巷11號,928779844
會真禮儀社,游彩瑄,654023,雲林縣四湖鄉鹿場村下鹿場路1號,919169978
永心生命禮儀,買駿航,701004,臺南市東區東成街200巷86號,916071122
懷德禮儀社,魏瑞隆,702006,臺南市南區廣州里福吉四街47巷1弄15號,62236566
再成企業有限公司,盧?儀,702016,台南市南區國民路270巷73弄163號1樓,65967270
國信生命事業禮儀社,蘇健國,704021,臺南市北區實踐街23巷21號,985265981
永慈事業股份有限公司,吳建民,709017,臺南市安南區溪東里富東路16號1樓,62691118
聖嵐人本生命事業有限公司,陳葦庭,709023,臺南市安南區安興街181巷107弄22之2號2樓,62679944
祥發禮儀社,劉湘櫻,711014,臺南市歸仁區文化路1段101巷9號,913666307
祈佑禮儀社,張啟育,714005,臺南市玉井區竹圍里中山路357號,65743051
玄海生命禮儀實業社,張琴雯,717011,臺南市仁德區成功里成功二街6巷4號1樓,981990213
天成企業社,盧文瑞,718005,臺南市關廟區花園一街249號1樓,65967270
三好生命禮儀有限公司,李孝禹,722008,臺南市佳里區民安里同安寮81之16號,910268099
三清禮儀社,莊穎超,730002,臺南市新營區中華路81之2號1樓,9550840127
瑞豐生命禮儀社,李佳恩,800006,高雄市新興區復橫一路147號2樓,928002592
懷德禮儀社,王肇慶,800011,高雄市新興區黃海街48之4號,903055999
祥嚴生命有限公司,傅柏嘉,800408,高雄市新興區民生一路56號22樓之5,915259780
秉誠生命事業社,劉聖瀚,801743,高雄市前金區中山二路579號7樓之3,975185430
馨善生命禮儀,張亹欣,802001,高雄市苓雅區正義路302巷15號1樓,933272085
思念生命禮儀企業社,戴瑋萱,802013,高雄市苓雅區大順三路282巷28之3號,913802227
御真禮儀坊,郭閔怡,802023,高雄市苓雅區武昌路154號2樓之1,929789927
寶勝人本禮儀有限公司,葉慧禎,802032,高雄市苓雅區中興街121號1樓,929866666
妙螢禮儀企業社,林雪霞,802043,高雄市苓雅區英明里二聖一路42巷23號1樓,928736990
寶剛生命規劃有限公司,張志華,802466,高雄市苓雅區光華一路206號22樓之3,79518380
南華生命禮儀有限公司,陳靜觀,802630,高雄市苓雅區三多四路110號3樓之1,955080060
安泰葬儀社,洪如諭,803001,高雄市鹽埕區七賢三路268號1樓,986033726
明源禮儀社,楊晉權,804008,高雄市鼓山區綠川里18鄰河邊街11巷4弄18號,932744861
御象國際投資顧問有限公司,郭家瑋,804062,高雄市鼓山區裕豐里華豐街63號4樓,910716925
臻善禮儀社,林育昇,804613,高雄市鼓山區明誠三路443號2樓之1,800000944
圓福生命禮儀有限公司,黃安琪,804723,高雄市鼓山區裕誠路1095號9樓,906837037
恆宇人本生命禮儀,林哲宇,805006,高雄市旗津區瑞竹街4巷32弄26號1樓,73962478
善法生命禮儀有限公司,郭人豪,806001,高雄市前鎮區林森三路78號,73308889
靖心源生命禮儀,蔡依純,806004,高雄市前鎮區竹東里二聖一路67號2樓,960739528
承和生命禮儀社,曾紫羚,806021,高雄市前鎮區瑞南里保泰路71號1樓,919488848
翔鶴人本禮儀社,杜冠洲,806029,高雄市前鎮區鎮海四街42號1樓,933264783
同盟禮儀社,翁英順,806040,高雄市前鎮區草衙一路190號,939037675
慈誠人本禮儀社,張文停,807011,高雄市三民區自立一路341巷6號1樓,73962478
聖恩禮儀股份有限公司 ,黃連福,807029,高雄市三民區九如一路237號1樓,73821339
菩提般若生命禮儀社,林家慶,807034,高雄市三民區褒揚街3號6樓,917293928
和易生命禮儀有限公司,吳曜展,807036,高雄市三民區義華路199巷3弄2號3樓,73962478
圜緣生命科技股份有限公司,張庭睿,807040,高雄市三民區黃興路217號樓,938159553
寶山生命科技股份有限公司,劉添財,807052,高雄市三民區正忠路75號12樓之8,79518383309
弘圓企業社,梁萬來,807052,高雄市三民區建興路21號5樓之12,73894947
慧融生命工作坊,周伯奇,807054,高雄市三民區建德路236號1樓,933304276
天和生命禮儀有限公司,孫榮澤,807058,高雄市三民區大興街43巷21號1樓,938300312
鴻德生命事業股份有限公司,陳岷營,807060,高雄市三民區本館里昌裕街1號4樓,73905530
龍圓人本事務有限公司,郝一澤,807060,高雄市三民區本館路601巷6號3樓,935698136
綠意人文生命有限公司,鄭坤豪,807061,高雄市三民區大福街154號,917875393
恆天人本有限公司,劉昱瑭,807068,高雄市三民區灣中里鼎山街613號,917790977
萬洪開發有限公司,黃萬吉,807073,高雄市三民區鼎新路199巷1號11樓之12,915790073
皇成生命禮儀社,劉三競,807076,高雄市三民區鼎力路267巷5弄44號6樓之1,77271511
繫情生命禮儀股份有限公司,張曼瑜,807382,高雄市三民區九如二路150號13樓,73816603
陽光禮儀股份有限公司,余孫春美,807413,高雄市三民區民族1路80號9F-2,73987000
萬天人本有限公司,丁斌煌,807413,高雄市三民區民族一路80號9樓之4,910559555
頌恩紀親生命禮儀工作社,凌偉勳,807571,高雄市三民區大昌二路268號14樓之17,935440583
鑫陞國際開發有限公司,林子齡,807622,高雄市三民區大福街215之5號,929999125
鴻曜企業社,陳清福,811004,高雄市楠梓區右昌一巷178弄13號,955777273
鴻新工程行,李坤翰,811004,高雄市楠梓區右昌一巷178弄15號,955777273
元禮生命禮儀規劃有限公司,鄭雅元,812011,高雄市小港區江山街19之11號,983933332
九易生命禮儀有限公司,吳曜展,813029,高雄市左營區文自路524巷22號1樓,77453949
淨修禮儀社,邱玉修,813418,高雄市左營區福山里民族一路1022之2號10樓,927588576
永信國際開發有限公司,孫盛明,813477,高雄市左營區重化街49號1樓,73704478
善澄企業社,陳東澤,813506,高雄市左營區大中二路262號6樓,917368002
寬心開發禮儀有限公司,潘雨柔,813540,高雄市左營區文川路313號3樓之2,978976960
尚仁葬儀社,吳武霖,814013,高雄市仁武區仁武村中正路87之11號1樓,77313683
華燁禮儀有限公司,潘雨柔,814023,高雄市仁武區灣內里仁光路36號1樓,905621306
告別狂想藝文智庫網有限公司,何冠妤,814025,高雄市仁武區勇全路216巷6號,73744549
鳳麟生命禮儀,高冠璘,814026,高雄市仁武區仁雄路531號,984097727
靜巖生命禮儀社,鄭聿善,814040,高雄市仁武區京吉二路49號6樓,938530121
崧鶴生命禮儀服務事業有限公司,梁純真,814040,高雄市仁武區京吉五路371號11樓之1,78010324
佶宏生命事業社,葉尚傳,815003,高雄市大社區中華路79-3號1樓,932840677
佑馨禮儀企業社,李春菊,820005,高雄市岡山區仁壽里民族路179號1樓,915355253
和美葬儀社,蔡淑美,825005,高雄市橋頭區甲南里甲昌路華興巷9號1樓,76110904
圓晟生命禮儀有限公司,楊婷茹,830011,高雄市鳳山區建國路1段31巷145號1樓,985286938
宸先生命禮儀有限公司,吳銘哲,830013,高雄市鳳山區文殿街26號1樓,75213065
主恩禮儀社,王宣淳,830019,高市鳳山區光遠路263號3樓之1,911417797
淨福生命禮儀企業社,林敬堂,830045,高雄市鳳山區新武里武營路52巷25弄3之2號,981362883
龍威禮儀社,成晉漢,830072,高雄市鳳山區杭州東街56號3樓,73817238
建威生命禮儀社,吳亞俶,830074,高雄市鳳山區鳳東里中山東路290巷19號3樓,938048427
可欣的禮儀社,林可欣,830347,高雄市鳳山區新生街一段55號二樓,77423405
信祥禮儀社,洪銘宏,830770,高雄市鳳山區文衡路420號2樓,936816167
永思禮儀社,吳靜旻,831126,高雄市大寮區進學路147巷31號1樓,931235778
榮鼎生命禮儀有限公司,楊世榮,833161,高雄市鳥松區大華里大昌路553號2樓,926678060
寶唐人本禮儀社,陳妙儀,833161,高雄市鳥松區大華里昌發街11號1樓,987725732
寶正生命有限公司,張寀穜,833161,高雄市鳥松區大華里昌發街11號1樓,976399047
銘陽禮儀社,張富豪,833161,高雄市鳥松區大華里球場路81-6號,927522685
無為禮儀社,王昶智,833161,高雄市鳥松區球場路文化巷13號,958219788
新頌禮儀社,劉雯欣,833170,高雄市鳥松區大昌路265號1樓,927252567
德基生命有限公司,李志賢,833172,高雄市鳥松區本館路316號,979861080
昇祐生命禮儀社,李登發,842045,高雄市旗山區中洲里中南街78號,936257863
大安福泰禮儀服務有限公司,張時銘,900021,屏東縣屏東市瑞光里田中一橫巷197號1樓,87211555
陸陸生命禮儀社,管駿宏,920009,屏東縣潮州鎮連興路100號,87888780
萬福生命服務有限公司,潘瑩珊,923019,屏東縣萬巒鄉萬金村萬興路60號,937803813
御安生命禮儀社,陳瑞甘,950014,臺東縣臺東市長沙街117-1號,89323547
