報名類別,業者名稱,營業場所地址,評核結果,有效日期
美容美髮業,麗世造型沙龍(曼都髮型天母店),臺北市士林區天母西路5巷1號1樓,優,20281231
美容美髮業,利晶髮廊(曼都髮型利晶店),臺北市士林區士東路69號,優,20281231
美容美髮業,四湖美髮院(曼都髮型彩虹店),臺北市士林區德行東路39號1樓,優,20281231
美容美髮業,佳儷美髮美容院(曼都髮型士林店),臺北市士林區中正路315號2樓,優,20281231
美容美髮業,社子美容院(曼都髮型社子店),臺北市士林區延平北路5段33號1樓,優,20281231
美容美髮業,林老師造型沙龍(月之坊),臺北市北投區懷德街18號,優,20281231
美容美髮業,大地國際酒店股份有限公司,臺北市北投區奇岩路1號,優,20281231
美容美髮業,曼華髮型設計店(曼都髮型亞爵店),臺北市北投區中和街26號,優,20281231
美容美髮業,華茜髮廊(曼都髮型北投店),臺北市北投區中央南路1段47號1樓,優,20281231
美容美髮業,羽華髮廊(曼都髮型復興崗店),臺北市北投區中央北路2段62號,優,20271231
美容美髮業,羽茜髮廊(曼都髮型東華店),臺北市北投區東華街1段532號,優,20271231
美容美髮業,嫚玲美容院(曼都髮型薇閣店),臺北市北投區中央北路1段110號,優,20271231
美容美髮業,金色髮國專業造型,臺北市信義區信義路6段16號1樓,良,20271231
美容美髮業,大器髮務,臺北市士林區中正路235巷34號,良,20271231
美容美髮業,加州髮型工作室,臺北市北投區光明路36號1樓,良,20271231
