統一編號,公司名稱,公司地址,核准解散日期,Longitude,Latitude
96819850,藍圖生技股份有限公司,臺北市中山區德惠街20號8樓,115/04/07,121.525221,25.066585
97445134,萊展國際有限公司,臺北市文山區景興路123號2樓,115/04/07,121.544809,24.9946
97516691,豪氣貿易有限公司,臺北市中正區忠孝東路1段152號11樓之6,115/04/07,121.52592,25.04398
166321,銀鐵魄遊戲有限公司,臺北市信義區光復南路495號4樓,115/04/08,121.557885,25.03246
195563,黑海國際有限公司,臺北市大同區承德路3段58號5樓之4,115/04/08,121.518094,25.0652
216194,蔚宇貿易有限公司,臺北市信義區忠孝東路5段482號15樓之4,115/04/08,121.577997,25.040597
249596,維互動網絡科技股份有限公司,臺北市士林區後港街147號,115/04/08,121.521514,25.087036
16750252,功典資訊股份有限公司,臺北市大安區敦化南路2段97號25樓,115/04/08,121.549184,25.028912
22037109,創意力文化事業有限公司,臺北市大安區大安路1段106巷19號1樓,115/04/08,121.544715,25.040337
22337838,豪龍食品有限公司,臺北市中山區南京西路1之1號11樓,115/04/08,121.521814,25.052534
35041908,大德企業股份有限公司,臺北市大安區仁愛路3段26號8樓,115/04/08,121.535746,25.037648
42620495,迅狼有限公司,臺北市中山區長春路267號4樓之1,115/04/08,121.541113,25.054765
43925299,顯達行銷顧問有限公司,臺北市大安區忠孝東路4段320號2樓,115/04/08,121.557056,25.041136
43940236,聚福緣企業有限公司,臺北市士林區士東路238號5樓,115/04/08,121.535075,25.112784
45191243,龍軒文教股份有限公司,臺北市中山區長春路328號8樓之1,115/04/08,121.540936,25.05453
53338925,奇奕創意娛樂有限公司,臺北市內湖區文德路100號9樓之5,115/04/08,121.582809,25.078312
53567320,盟策創意整合有限公司,臺北市內湖區民權東路6段191巷26號,115/04/08,121.597938,25.068424
60515169,源成實業有限公司,臺北市大安區仁愛路3段26號5樓,115/04/08,121.535746,25.037648
80416254,嘉軒國際實業有限公司,臺北市中山區明水路696號5樓之6,115/04/08,121.551227,25.084547
80670543,謙勝國際實業有限公司,臺北市大安區敦化南路2段97號2樓,115/04/08,121.549184,25.028912
83041626,莉雅有限公司,臺北市大安區羅斯福路2段79之1號12樓之4,115/04/08,121.523509,25.025963
83074626,阿爾伊股份有限公司,臺北市內湖區瑞光路168號9樓,115/04/08,121.57865,25.07391
83468847,關心醫點股份有限公司,臺北市中正區青島東路4之8號1樓,115/04/08,121.521652,25.043623
85000945,百感有限公司,臺北市中山區民生東路2段143號8樓,115/04/08,121.534548,25.05815
86733405,宇尊貿易有限公司,臺北市中山區長春路267號4樓之1,115/04/08,121.541113,25.054765
90143198,梵蒂卡有限公司,臺北市北投區光明路2巷25號1樓,115/04/08,121.499954,25.13099
90350301,達數網資訊有限公司,臺北市大同區重慶北路3段80號2樓,115/04/08,121.513445,25.06622
90517554,宏承創新行銷有限公司,臺北市中山區松江路206號3樓,115/04/08,121.532906,25.057535
91045955,響想貿易有限公司,臺北市松山區南京東路5段251巷24弄16號7樓,115/04/08,121.564546,25.052568
93521342,拾珊彩國際有限公司,臺北市萬華區中華路1段192號9樓,115/04/08,121.50688,25.038761
94002467,柒門國際股份有限公司,臺北市大同區長安西路106號5樓之2,115/04/08,121.51858,25.050439
94003472,鑫慧環保科技有限公司,臺北市中正區忠孝西路1段50號21樓之22,115/04/08,121.515823,25.046303
94010488,巳月股份有限公司,臺北市信義區光復南路505號9樓之2,115/04/08,121.557621,25.031997
97556433,芳莘有限公司,臺北市大安區忠孝東路4段177號13樓之1,115/04/08,121.550647,25.041698
99997077,恩領通有限公司,臺北市中山區南京東路2段172號6樓,115/04/08,121.534673,25.051831
131576,人心筋肌骨健康有限公司,臺北市松山區復興南路1段49號地下樓,115/04/09,121.544085,25.045456
12667346,龍喜有限公司,臺北市信義區松山路643號4樓,115/04/09,121.578661,25.035909
14004549,欣欣玻璃股份有限公司,臺北市信義區和平東路3段315號10樓,115/04/09,121.555939,25.021419
23454073,志帆國際有限公司,臺北市松山區南京東路5段40號8樓之8,115/04/09,121.559659,25.051303
24744488,朔奧國際有限公司,臺北市大安區敦化南路1段238巷1號1樓,115/04/09,121.547985,25.040247
50794194,太霖設計顧問有限公司,臺北市大安區敦化南路1段188號5樓,115/04/09,121.548492,25.042684
52516936,天美互娛有限公司,臺北市中山區復興北路48號10樓之1,115/04/09,121.54376,25.049537
53102266,保立信實業有限公司,臺北市大安區羅斯福路3段283巷14弄16-1號,115/04/09,121.53264,25.017817
53102630,川興興業股份有限公司,臺北市中正區水源路109號15樓,115/04/09,121.518213,25.021401
53354298,慕翔國際有限公司,臺北市大同區承德路3段246號6樓,115/04/09,121.518731,25.072873
55623760,睿頫有限公司,臺北市中正區水源路47號7樓之1,115/04/09,121.523787,25.019489
55833421,成易國際顧問有限公司,臺北市大安區忠孝東路4段206之1號4樓,115/04/09,121.552462,25.041001
60539676,向浪國際有限公司,臺北市中山區南京東路2段150號7樓,115/04/09,121.534199,25.051833
60698759,金星國際管理顧問有限公司,臺北市松山區寶清街31號8樓,115/04/09,121.568808,25.050497
60703508,慶芯實業有限公司,臺北市中山區長安東路1段15號4樓,115/04/09,121.522748,25.049683
85012344,海億設計有限公司,臺北市萬華區武昌街2段132號7樓之9,115/04/09,121.502853,25.045573
90273396,顥豐環保科技有限公司,臺北市信義區基隆路1段163號3樓,115/04/09,121.565226,25.041751
90838373,紘福不動產經紀有限公司,臺北市中山區民生東路2段118號,115/04/09,121.531479,25.057838
93483810,海天新材料股份有限公司,臺北市大安區敦化南路2段99號32樓,115/04/09,121.549183,25.028808
93598881,順星有限公司,臺北市大安區信義路4段1號2樓,115/04/09,121.543915,25.033566
96779323,譜希思股份有限公司,臺北市大安區仁愛路3段127號4樓,115/04/09,121.542247,25.038288
97432617,宮川有限公司,臺北市大安區仁愛路4段345巷4弄1號1樓,115/04/09,121.553873,25.039041
97475740,南歌音樂製作有限公司,臺北市松山區南京東路5段108號13樓,115/04/09,121.562139,25.051248
42510,探索世界投資控股股份有限公司,臺北市松山區南京東路5段206號3樓之1,115/04/10,121.564916,25.051189
22465951,東揚實業股份有限公司,臺北市松山區南京東路5段6號5樓,115/04/10,121.558271,25.051342
24536382,燿暘國際股份有限公司,臺北市北投區珠海路28號2樓之1,115/04/10,121.502348,25.137702
42839562,旅刻文化有限公司,臺北市萬華區環河南路2段250巷25弄10號13樓,115/04/10,121.48978,25.033505
42840287,科萊博瑞科技有限公司,臺北市內湖區民權東路6段15巷41號2樓,115/04/10,121.577442,25.069054
50861616,緻金有限公司,臺北市大安區忠孝東路4段221號10樓,115/04/10,121.552577,25.041661
52675217,韋均有限公司,臺北市中正區忠孝東路1段152號12樓之5,115/04/10,121.52592,25.04398
52894536,柯賓漢數位金融科技有限公司,臺北市大安區忠孝東路3段54號2樓之1,115/04/10,121.535562,25.041727
55170703,樂軒酒業有限公司,臺北市中正區辛亥路1段41之1號1樓,115/04/10,121.528434,25.019528
55752948,瑞邦投資顧問有限公司,臺北市松山區南京東路3段287號11樓,115/04/10,121.546149,25.051998
80278203,登鹿實業有限公司,臺北市萬華區萬大路357號1樓,115/04/10,121.499902,25.023132
83502346,四三文化有限公司,臺北市內湖區民權東路6段180巷42弄13號11樓,115/04/10,121.592108,25.067587
90371523,藝點文化有限公司,臺北市中山區南京東路2段111號6樓,115/04/10,121.533382,25.052232
90492441,漂亮焦點有限公司,臺北市中山區中山北路2段162號6樓之1,115/04/10,121.522304,25.063213
90742068,好心肌有限公司,臺北市中正區羅斯福路2段14號2樓,115/04/10,121.520944,25.028739
90761986,德藝生活有限公司,臺北市松山區八德路3段81號7樓之7,115/04/10,121.553199,25.04831
90806386,亞皓國際貿易有限公司,臺北市中山區民生東路1段51號4樓,115/04/10,121.526242,25.058197
93497103,海洋之星有限公司,臺北市中山區松江路122號11樓,115/04/10,121.532814,25.052326
93776442,晶康國際有限公司,臺北市大同區重慶北路3段80號2樓,115/04/10,121.513445,25.06622
93790351,奧菲特互動科技有限公司,臺北市中正區南陽街24號2樓,115/04/10,121.516026,25.044362
93873802,小資時代股份有限公司,臺北市信義區忠孝東路5段1之1號9樓,115/04/10,121.564864,25.041412
96829392,畢幸顧問有限公司,臺北市松山區敦化南路1段5號5樓,115/04/10,121.549302,25.047065
114160,睏霸數位科技有限公司,臺北市信義區和平東路3段341巷49號1樓,115/04/13,121.558331,25.021588
178348,樂禾傳媒有限公司,臺北市松山區健康路152號3樓,115/04/13,121.557169,25.053405
24469763,亞洲羅曼有限公司,臺北市大安區復興南路1段137號11樓之3,115/04/13,121.544021,25.042386
24976873,林檎行國際有限公司,臺北市北投區大業路300巷23號1樓,115/04/13,121.499139,25.128408
28682300,長長來有限公司,臺北市萬華區廣州街78號,115/04/13,121.502796,25.036494
30856431,白明服飾有限公司,臺北市中山區中山北路3段25號1樓之50,115/04/13,121.522463,25.065325
42789107,愛因斯坦人工智慧股份有限公司,臺北市大安區忠孝東路3段211號5樓,115/04/13,121.539486,25.041864
50887073,富蘭克林國際投資有限公司,臺北市大安區安和路2段7號4樓,115/04/13,121.552632,25.032765
52493363,昕盛顧問有限公司,臺北市大安區忠孝東路4段221號10樓,115/04/13,121.552577,25.041661
52880548,台盈資訊科技有限公司,臺北市士林區後港街139號1樓,115/04/13,121.521674,25.086808
53207640,興盛利股份有限公司,臺北市松山區三民路3巷5號,115/04/13,121.563408,25.051973
53558477,捷菲爾建設股份有限公司,臺北市大安區羅斯福路3段125號10樓,115/04/13,121.526987,25.022017
54160691,鑫鼎兆豐建設股份有限公司,臺北市士林區天母西路58號2樓,115/04/13,121.524416,25.118448
54665664,貞婕投資有限公司,臺北市松山區民權東路3段142號5樓之2(603室),115/04/13,121.546856,25.061723
90156138,環澎二風能股份有限公司,臺北市大安區敦化南路2段99號32樓,115/04/13,121.549183,25.028808
90475251,浢浢數位股份有限公司,臺北市中山區新生北路2段68巷15號8樓之3,115/04/13,121.526148,25.05649
90534836,敏立恰吉有限公司,臺北市松山區南京東路4段50號11樓,115/04/13,121.553462,25.051447
93789360,褔祿薩有限公司,臺北市中正區仁愛路2段25號5樓,115/04/13,121.527305,25.038461
97532209,台灣紫華國際股份有限公司,臺北市中山區南京西路5之1號12樓,115/04/13,121.521373,25.052603
232259,登峰再生美學股份有限公司,臺北市中山區民生東路3段2號7樓,115/04/14,121.537441,25.057684
12959815,騏健國際運通股份有限公司,臺北市松山區基隆路1段10號14樓,115/04/14,121.569882,25.050678
16625473,齊毅實業有限公司,臺北市內湖區民權東路6段180巷6號8樓之1,115/04/14,121.592648,25.068196
24269884,傑思網有限公司,臺北市內湖區江南街117巷8弄19號3樓,115/04/14,121.577028,25.076242
24937041,鑫之禾建設股份有限公司,臺北市萬華區西園路2段200巷18號,115/04/14,121.495403,25.02914
27971422,開店網通有限公司,臺北市中山區復興北路348號7樓,115/04/14,121.543938,25.059971
27972604,上霓實業有限公司,臺北市松山區南京東路4段133巷6弄15號1樓,115/04/14,121.554551,25.052606
28183373,宜森有限公司,臺北市中正區愛國西路48巷2號1樓,115/04/14,121.507622,25.036645
42834877,郁峯科技有限公司,臺北市內湖區成功路4段210號2樓,115/04/14,121.595732,25.084485
52484441,史達數位科技有限公司,臺北市大同區南京西路76號5樓,115/04/14,121.518406,25.052949
52919488,台北光翼颯瀏特有限公司,臺北市中山區伊通街58號4樓,115/04/14,121.534655,25.05153
53537537,福斯國際保險代理人股份有限公司,臺北市南港區經貿二路111號16樓,115/04/14,121.617862,25.058568
53934748,華毅集成有限公司,臺北市大安區光復南路102號8樓,115/04/14,121.557481,25.043464
60385969,摘星科技有限公司,臺北市大安區羅斯福路三段301號9樓,115/04/14,121.531859,25.017447
60702682,瑞成康國際有限公司,臺北市大同區西寧北路87號之1,115/04/14,121.509097,25.056462
60703113,華豐上菜股份有限公司,臺北市大安區安和路1段27號15樓,115/04/14,121.550372,25.039169
60796317,利帆奇航水上娛樂有限公司,臺北市中正區忠孝東路1段152號11樓之6,115/04/14,121.52592,25.04398
90144703,集思智能股份有限公司,臺北市大安區復興南路2段237號13樓,115/04/14,121.54371,25.025846
90388088,宏宥超能科技股份有限公司,臺北市大安區信義路3段190之1號2樓,115/04/14,121.542845,25.033193
90495910,質崛說有限公司,臺北市信義區基隆路1段143號3樓之3,115/04/14,121.565797,25.042902
93614637,米涵有限公司,臺北市大安區安和路2段72號,115/04/14,121.551733,25.030107
93777483,起源科技有限公司,臺北市中山區民生東路3段29號11樓,115/04/14,121.538974,25.05805
94019158,創創志業有限公司,臺北市中山區南京東路2段132號8樓,115/04/14,121.533659,25.051838
95458766,一一一有限公司,臺北市信義區和平東路3段341巷49號1樓,115/04/14,121.558331,25.021588
4662,鑫閣有限公司,臺北市信義區基隆路1段143號11樓之3,115/04/15,121.565797,25.042902
20971094,聖達威有限公司,臺北市松山區北寧路66號4樓,115/04/15,121.55283,25.050879
23166827,貿川纖維有限公司,臺北市內湖區洲子街85號5樓之1,115/04/15,121.57065,25.080417
24778607,益大實業有限公司,臺北市大安區臥龍街284號3樓,115/04/15,121.558813,25.016883
27747678,禾盛昌工程有限公司,臺北市大安區忠孝東路3段305號6樓之1,115/04/15,121.543542,25.041886
28185674,飛馬資訊有限公司,臺北市中山區新生北路3段84巷35號3樓,115/04/15,121.52646,25.06754
42858758,真加奈有限公司,臺北市中山區伊通街58號4樓,115/04/15,121.534655,25.05153
50855332,仟晟貿易有限公司,臺北市信義區忠孝東路5段1-3號7樓,115/04/15,121.564905,25.041481
53122663,拉法創藝文化有限公司,臺北市中山區中山北路1段53巷11號2樓,115/04/15,121.522422,25.049201
53547177,郁禾貿易有限公司,臺北市松山區南京東路5段405號10樓之2,115/04/15,121.569798,25.051496
53762273,山野井有限公司,臺北市中山區伊通街58號4樓,115/04/15,121.534655,25.05153
54668536,我在影像製作有限公司,臺北市松山區延吉街48巷5號1樓,115/04/15,121.553417,25.044909
57093204,鑫暘能源股份有限公司,臺北市信義區松仁路97號17樓,115/04/15,121.568693,25.036078
66632533,義益溢國際網路有限公司,臺北市中正區忠孝西路1段50號22樓之6,115/04/15,121.515823,25.046303
80521903,沛永企業有限公司,臺北市松山區民生東路4段75巷5弄3號1樓,115/04/15,121.551102,25.058817
82871686,鍇利發貿易有限公司,臺北市內湖區大湖山莊街215號5樓,115/04/15,121.599988,25.088419
85040833,津園建設開發股份有限公司,臺北市信義區東興路49號11樓,115/04/15,121.566839,25.04804
90100711,尊皇娛樂有限公司,臺北市中正區忠孝東路1段152號12樓之5,115/04/15,121.52592,25.04398
90469785,酣甜醇品有限公司,臺北市大同區鄭州路55號3樓,115/04/15,121.513099,25.049742
90476152,車車好夥伴股份有限公司,臺北市松山區八德路3段2號6樓之1,115/04/15,121.549295,25.04786
90627996,愛爾富管理顧問有限公司,臺北市中山區新生北路2段127巷18號1樓,115/04/15,121.52918,25.059721
90718530,科原創意股份有限公司,臺北市南港區研究院路2段98巷21弄5號,115/04/15,121.615298,25.044108
93369254,立昇昌實業股份有限公司,臺北市中山區長安東路2段178號4樓,115/04/15,121.540584,25.048217
93497687,指針匯股份有限公司,臺北市中山區長安東路2段189號8樓之11,115/04/15,121.542773,25.04838
93558396,步上財富能源控股股份有限公司,臺北市信義區松仁路97號17樓,115/04/15,121.568693,25.036078
93615565,億江國際有限公司,臺北市中山區南京東路2段140號6樓,115/04/15,121.533857,25.051829
94151297,沛宇餐飲有限公司,臺北市大安區忠孝東路4段216巷32弄4號,115/04/15,121.552746,25.039777
94166003,宸和生技有限公司,臺北市信義區忠孝東路5段1之2號5樓,115/04/15,121.564964,25.041298
96792114,宸旭投資有限公司,臺北市中山區建國北路3段92之1號7樓,115/04/15,121.534409,25.066393
97284019,開瓏實業有限公司,臺北市大安區安東街54之3號4樓,115/04/15,121.542805,25.042276
214230,法式澄淨股份有限公司,臺北市大安區光復南路676巷12號,115/04/16,121.556573,25.030674
24783926,花彘醺餐飲管理顧問有限公司,臺北市大安區忠孝東路4段170巷6弄16號,115/04/16,121.550065,25.040759
24972406,長軒顧問有限公司,臺北市中正區許昌街42之1號10樓,115/04/16,121.515624,25.045162
27525057,德冠醫藥生技有限公司,臺北市信義區基隆路1段155號5樓之9,115/04/16,121.565336,25.042216
52415867,醍醐實業有限公司,臺北市松山區光復北路95號3樓,115/04/16,121.558049,25.050813
52437428,三維實業有限公司,臺北市信義區基隆路1段149號3樓之7,115/04/16,121.56555,25.04256
55051116,己合廚櫃有限公司,臺北市大安區信義路3段157巷10弄4之1號,115/04/16,121.542511,25.034255
80523297,恆好管理工坊有限公司,臺北市南港區忠孝東路6段272號4樓,115/04/16,121.588907,25.049064
83190842,宸安日常有限公司,臺北市中山區南京東路1段34號7樓,115/04/16,121.523843,25.051985
84654735,耑承企業有限公司,臺北市文山區溪口街29號1樓,115/04/16,121.540305,24.99457
89116341,智拍科技股份有限公司,臺北市大安區敦化南路2段77號7樓之4,115/04/16,121.549317,25.030189
90244891,天翼數位國際有限公司,臺北市大安區敦化南路1段376號4樓,115/04/16,121.548441,25.033598
90442554,良石生活股份有限公司,臺北市大安區羅斯福路2段79號6樓之1,115/04/16,121.523315,25.026219
90616870,鑫銘鋼鐵股份有限公司,臺北市中正區重慶南路3段129號3樓,115/04/16,121.517007,25.023854
93615045,鑫揚有限公司,臺北市大同區重慶北路2段48號9樓之3,115/04/16,121.513904,25.055454
93740557,恆昇能源股份有限公司,臺北市松山區復興北路369號12樓,115/04/16,121.544773,25.062448
94187318,承絢資訊有限公司,臺北市北投區致遠一路2段9號,115/04/16,121.514322,25.110963
11834850,台華工業有限公司,臺北市松山區民權東路3段160巷19弄1號,115/04/17,121.547848,25.060372
22006507,新的眼鏡有限公司,臺北市信義區松山路484號︹之4︺1樓,115/04/17,121.577802,25.039107
23320167,哈樂實業有限公司,臺北市信義區和平東路3段285號7樓,115/04/17,121.555245,25.022068
42999188,宜通科技有限公司,臺北市內湖區文德路171巷3弄12號,115/04/17,121.584985,25.078987
50857991,宜豪工程有限公司,臺北市萬華區貴陽街2段201之1號5樓,115/04/17,121.499311,25.040188
50864000,以心文教事業有限公司,臺北市文山區景後街145號12樓,115/04/17,121.542181,24.990316
52705177,台灣帝瓦雷有限公司,臺北市信義區信義路4段415號12樓,115/04/17,121.559235,25.033304
53946012,原味湯廚有限公司,臺北市大安區敦化南路1段205號7樓之5,115/04/17,121.549259,25.042007
55832751,凱元實業有限公司,臺北市松山區民生東路5段165號11樓之6,115/04/17,121.564195,25.059222
60515647,鼎韻陞文創有限公司,臺北市大同區重慶北路2段197號11樓之1,115/04/17,121.513709,25.060452
82802491,格睿科技有限公司,臺北市中山區民生東路1段51號4樓之1,115/04/17,121.526242,25.058197
82810936,永流國際有限公司,臺北市松山區光復北路11巷85號,115/04/17,121.561698,25.05035
83243637,永崮建設股份有限公司,臺北市大安區安和路2段7號4樓,115/04/17,121.552632,25.032765
83364651,祥祿股份有限公司,臺北市中山區松江路485號1樓,115/04/17,121.533544,25.067198
83475185,櫟詩花藝有限公司,臺北市信義區基隆路2段149之49號11樓之9,115/04/17,121.555072,25.026382
90648009,美立信有限公司,臺北市中山區南京東路2段132號9樓之1,115/04/17,121.533659,25.051838
94203817,鑫玖工程有限公司,臺北市中正區臨沂街3巷11號,115/04/17,121.531526,25.043348
97549399,羽吉天下有限公司,臺北市內湖區內湖路1段437巷4弄4號1樓,115/04/17,121.572041,25.081779
126433,涵軒有限公司,臺北市大安區復興南路1段243號6樓,115/04/20,121.543885,25.037208
206077,註議有限公司,臺北市大安區信義路4段380號2樓,115/04/20,121.555888,25.032924
12955183,合振流通管理顧問有限公司,臺北市中山區松江路204巷2號5樓,115/04/20,121.532709,25.057386
23021203,承陽企業有限公司,臺北市內湖區新明路460巷4號3樓,115/04/20,121.578587,25.05369
29037701,原鼎管理顧問有限公司,臺北市松山區民權東路3段142號13樓,115/04/20,121.546856,25.061723
53563871,聯合麗通國際有限公司,臺北市中山區長安東路2段230號7樓之1,115/04/20,121.542809,25.048179
54277714,均士達科技有限公司,臺北市大安區和平東路1段145號5樓之1,115/04/20,121.530666,25.026619
55855590,星翔國際企業有限公司,臺北市士林區後港街96號7樓,115/04/20,121.5218,25.086205
80541577,動容軒寶石有限公司,臺北市內湖區成功路5段2號1樓,115/04/20,121.600846,25.084768
82887836,萬穎貿易有限公司,臺北市中正區重慶南路1段10號8樓之15,115/04/20,121.513136,25.046588
83562272,富楠企業有限公司,臺北市信義區信義路6段18號,115/04/20,121.575165,25.03384
83726768,萬德興業有限公司,臺北市大安區信義路4段1號2樓,115/04/20,121.543915,25.033566
83764896,萊菈通路有限公司,臺北市大安區復興南路1段243號6樓,115/04/20,121.543885,25.037208
90117728,綠鑽綠能股份有限公司,臺北市文山區木柵路2段57號4樓,115/04/20,121.560376,24.988876
90397299,科達實業有限公司,臺北市大同區西寧北路78之16號8樓,115/04/20,121.508688,25.05443
90770752,蓋亞伽耶能源有限公司,臺北市中山區復興北路156號2樓,115/04/20,121.543824,25.053229
93711928,圓芫有限公司,臺北市中山區長安東路2段108號8樓之7,115/04/20,121.53528,25.048317
86805,幫你買電商代購有限公司,臺北市萬華區長沙街2段11號5樓之11,115/04/21,121.506936,25.040707
155458,童里夢有限公司,臺北市中山區南京東路2段150號10樓,115/04/21,121.534199,25.051833
215364,品威丞有限公司,臺北市大同區南京西路103號3樓之8,115/04/21,121.51596,25.053816
13033736,正豪消防工程有限公司,臺北市士林區克強路10巷9弄17號4樓,115/04/21,121.523356,25.109376
13086965,瑞裕國際有限公司,臺北市信義區莊敬路450號2樓,115/04/21,121.567368,25.026828
24786579,李太白有限公司,臺北市南港區興南街63號,115/04/21,121.60048,25.055924
